squadra,nome,ruolo,quotazione_iniziale_2026_27,presenze_2025_26,pred_fantamedia,pred_voto,pred_gol,pred_assist,pred_bonus_netti,pred_presenze_previste,pred_presenze_titolare_previste,titolarita_forum_esperti,salute_forum_esperti,consiglio_forum_esperti,totale_forum_esperti,indice_sorpresa,categoria_sorpresa,giornata1_squadra_casa,giornata1_squadra_ospite,giornata1_data_ora,titolare_previsto_giornata1,ballottaggio_pct_giornata1,indisponibile_giornata1,motivo_indisponibilita_giornata1,voto_consigliato_giornata1,commento_voto_giornata1,rigorista_giornata1,tira_punizioni_giornata1,tira_angoli_giornata1,indice_rischio_giornata1,categoria_rischio_giornata1
COM,Baturina,c,19.0,25,6.55,6.1,3.3,2.9,12.1,25.6,15.1,9.0,9.0,9.0,43.0,7.9,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),UDI,COM,2026-08-22T16:30:00Z,,,False,,5,CONSIGLIATO,True,True,True,,
COM,Da Cunha,c,18.0,35,6.56,6.15,4.4,4.2,13.9,30.7,27.5,9.0,8.0,9.0,41.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,4,"Bello pimpante contro il Liverpool, è tornato il Capitano. In caso di prestazione positiva della squadra, ci aspettiamo che sarà come al solito tra i migliori. In assenza di Nico Paz, potrebbe avere occasioni su punizione (e vi ricordiamo che è il rigorista designato)",True,True,True,,
COM,Butez,p,16.0,38,5.14,6.05,0.4,0.4,-25.5,33.3,28.1,,,,,,,UDI,COM,2026-08-22T16:30:00Z,,,False,,3,"Erroraccio contro l'Arsenal, incolpevole sui due gol presi con il Liverpool. Non è super consigliato perchè iniziare in trasferta a Udine è insidioso ma è tranquillamente schierabile (e dubitiamo che se avete investito su Butez, possiate avere alternative molto preferibili)",False,False,False,,
COM,Rodriguez Je.,c,12.0,28,6.43,6.09,3.9,3.1,13.2,29.1,20.1,6.0,9.0,6.0,34.0,-3.16,RISCHIO AL RIBASSO (esperti meno fiduciosi del modello),UDI,COM,2026-08-22T16:30:00Z,False,40,False,,3,POSSIBILI SORPRESE,False,False,False,-3.16,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
COM,Diao,a,11.0,16,6.41,6.03,3.4,1.2,14.9,22.7,16.2,,,,,,,UDI,COM,2026-08-22T16:30:00Z,False,20,False,,3,POSSIBILI SORPRESE,False,False,False,-7.67,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
COM,Ramon,d,10.0,32,6.19,6.04,2.7,0.9,5.2,29.2,25.0,9.0,8.0,9.0,40.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,4,"Ci aspettiamo la solita prestazione solida dietro, con qualche sortita in avanti",False,False,False,,
COM,Perrone,c,10.0,36,6.18,6.08,2.0,2.5,3.3,31.0,27.4,9.0,8.0,9.0,40.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,True,60,False,,3,Contro il Liverpool non ci è ancora sembrato lui ma resta schierabile tranquillamente. Occhio al cartellino.,False,False,False,-7.83,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
COM,Valle,d,6.0,26,6.01,5.93,1.1,1.2,2.0,21.7,19.1,7.0,9.0,8.0,37.0,-0.36,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,True,55,False,,3,"in ballottaggio con Kaiki Bruno, ma resta uno dei più positivi del precampionato.",False,False,False,-2.33,coerente (modello e scheda partita d'accordo)
COM,Caqueret,c,6.0,28,6.19,6.02,1.7,2.4,5.2,23.7,15.5,6.0,8.0,7.0,34.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,3,"Crediamo avrà spazio nel corso della gara, ma non contate su un suo voto al 100%. Nè consigliato nè sconsigliato",False,False,False,,
COM,Kempf,d,5.0,29,6.04,5.97,1.4,0.7,1.7,17.2,15.4,7.0,8.0,6.0,35.0,2.34,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,3,"Partirà dalla panchina, potrebbe entrare in caso di necessità",False,False,False,,
COM,Addai,c,5.0,12,6.17,5.93,2.0,0.8,5.4,13.1,8.4,6.0,6.0,5.0,28.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
COM,Smolcic I.,d,4.0,25,5.92,5.91,1.0,0.8,0.9,18.6,14.9,6.0,8.0,5.0,29.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,False,40,False,,3,Non pensiamo sia finito nel dimenticatoio ma probabilmente partirà dalla panchina,False,False,False,0.0,coerente (modello e scheda partita d'accordo)
COM,Morata,a,4.0,17,6.23,5.92,2.6,1.9,6.3,10.6,6.1,7.0,6.0,5.0,27.0,2.34,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,1,Abbiamo perso le speranze che possa farci ricredere,False,False,False,,
COM,Kuhn,a,3.0,14,6.27,5.95,1.3,1.4,4.5,11.9,5.4,5.0,8.0,4.0,28.0,0.0,coerente (modello ed esperti d'accordo),UDI,COM,2026-08-22T16:30:00Z,,,False,,2,"Nella lista dei bocciati, sta a lui farci ricredere",False,False,False,,
COM,Van Der Brempt,d,2.0,14,5.92,5.88,0.6,0.5,0.4,12.4,7.8,,,,,,,,,,,,,,,,,,,,
COM,Fadera,c,2.0,24,6.11,5.94,1.3,1.4,3.4,15.2,5.7,,,,,,,,,,,,,,,,,,,,
FIO,Kean,a,25.0,26,7.18,6.02,10.7,1.0,32.0,27.0,20.4,8.0,7.0,8.0,37.0,2.21,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,,,False,,3,Le voci di mercato - come probabilmente tutti sapete - saranno vivissime fino a lunedì e per questo non azzardiamo un 4/5. Ma al tempo stesso sappiamo che se Moise sarà regolarmente in campo potrà dire la sua agendo da terminale offensivo principale della manovra viola e sarà il primo candidato ad andare in gol se la Fiorentina dovesse riuscire a finalizzare.,True,False,False,,
FIO,Atta,c,17.0,32,6.43,6.03,3.4,3.6,11.1,29.0,27.3,9.0,8.0,9.0,41.0,0.0,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,False,30,True,Affaticamento Muscolare - In dubbio per la 1^ giornata,4,"Vedi "" Consigliati "".",False,False,False,-7.96,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
FIO,De Gea,p,13.0,37,4.92,6.09,0.1,0.4,-32.8,28.4,28.4,,,,,,,ROM,FIO,2026-08-24T18:45:00Z,,,False,,2,"Voto basso non tanto per il suo rendimento, quanto per la forza della squadra avversaria e per una difesa che è apparsa ancora un po' da registrare. 1-2 gol subiti sono probabilmente da mettere in conto, anche se potrebbe comunque portare un voto sufficiente in ottica modificatore.",False,False,False,,
FIO,Gudmundsson A.,c,13.0,32,6.47,6.01,3.5,2.5,14.8,27.3,20.5,,,,,,,ROM,FIO,2026-08-24T18:45:00Z,True,50,False,,3,"Da trequartista sta trovando prestazioni più convincenti e sembra che possa avere un ruolo in squadra. Chiaramente la gara non si prospetta semplice, ma parliamo comunque di un giocatore che agisce in trequarti e che dovrebbe incaricarsi di rigori e altri piazzati. Listato centrocampista si può schierare, se lo avete come attaccante diventa un 2/5.",True,True,True,-3.54,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
FIO,Dodò,d,10.0,36,6.03,5.96,0.9,2.2,1.4,29.6,27.6,7.0,8.0,7.0,36.0,-3.21,RISCHIO AL RIBASSO (esperti meno fiduciosi del modello),ROM,FIO,2026-08-24T18:45:00Z,,,False,,1,"A breve potrebbe lasciare il club, difficile che venga impiegato.",False,False,False,,
FIO,Mandragora,c,9.0,34,6.37,5.95,2.7,1.7,7.3,26.6,18.5,5.0,7.0,6.0,31.0,-1.88,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,,,True,Sciatalgia - In dubbio per la 1^ giornata,1,"Si sta portando appresso qualche acciacco e non sappiamo neanche se sarà a disposizione. Non crediamo comunque che si vorrà rischiare con lui, data anche l'abbondanza nel reparto. Difficile pensare che giochi.",False,False,True,-7.67,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
FIO,Jimenez A.,d,8.0,1,5.9,5.93,0.7,0.5,0.3,16.8,14.3,8.0,8.0,7.0,35.0,7.67,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),ROM,FIO,2026-08-24T18:45:00Z,False,40,False,,2,"Pensiamo che non sarà titolare, ma che avrà dello spazio a disposizione a gara in corso. Il rischio però è che ci sia poco tempo per incidere e che possa portare al massimo una sufficienza striminzita.",False,False,False,0.0,coerente (modello e scheda partita d'accordo)
FIO,Fagioli,c,8.0,33,6.07,5.96,1.2,1.4,3.3,23.6,19.7,7.0,7.0,8.0,36.0,-0.49,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,,,False,,3,"Al centro di continue voci di mercato, ma la nostra sensazione è che possa restare e vivere una stagione da protagonista. In attesa dell'inserimento di Inao Oulai avrà lui in mano le chiavi del centrocampo e crediamo che possa offrire una prova sufficiente.",False,True,True,,
FIO,Ndour,c,8.0,30,5.99,5.88,2.0,0.6,3.6,26.4,21.3,6.0,8.0,7.0,34.0,-4.45,RISCHIO AL RIBASSO (esperti meno fiduciosi del modello),ROM,FIO,2026-08-24T18:45:00Z,,,False,,3,"Vedi tra le "" Possibili sorprese """,False,False,False,,
FIO,Piccoli,a,8.0,27,6.48,5.89,3.3,0.7,12.1,18.9,11.4,6.0,8.0,6.0,32.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
FIO,Parisi,d,5.0,23,5.91,5.87,1.0,1.2,1.2,19.4,13.1,3.0,5.0,3.0,25.0,-2.34,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
FIO,Pongracic,d,4.0,35,5.72,5.83,0.4,0.3,0.3,22.8,21.0,6.0,7.0,6.0,30.0,-4.08,RISCHIO AL RIBASSO (esperti meno fiduciosi del modello),ROM,FIO,2026-08-24T18:45:00Z,False,15,False,,2,"Poche chance di vederlo in campo, rischia di essere uno slot sprecato e - anche se dovesse giocare - non siamo ottimisti su di lui.",False,False,False,-7.67,RISCHIO GIORNATA 1 (ballottaggio/indisponibilita' non previsti dal modello)
FIO,Fabbian,c,4.0,22,6.19,5.92,1.6,1.2,5.7,17.2,12.1,5.0,8.0,5.0,29.0,0.0,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,,,False,,2,"Potrebbe toccargli al massimo uno spezzone. Grosso non sembra vederlo più di tanto, aspettiamo segnali di ripresa prima di prenderlo in considerazione.",False,False,False,,
FIO,Ranieri L.,d,3.0,31,5.79,5.84,0.9,0.7,0.6,19.4,19.7,6.0,8.0,6.0,32.0,-2.81,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,True,60,False,,2,"Vedi "" Sconsigliati "".",False,False,False,-2.81,coerente (modello e scheda partita d'accordo)
FIO,Joao Mario,d,3.0,14,5.84,5.84,0.4,0.7,0.9,15.1,11.2,6.0,8.0,5.0,32.0,0.0,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,True,60,False,,3,"Dovrebbe essere scelto di nuovo lui dall'inizio e pensiamo che possa offrire una prestazione positiva grazie alla sua capacità nelle due fasi, anche se dovrà fronteggiare un giocatore importante come Wesley.",False,False,False,0.0,coerente (modello e scheda partita d'accordo)
FIO,Brescianini,c,3.0,18,6.11,5.91,1.8,0.8,5.0,16.2,10.1,5.0,8.0,5.0,29.0,0.0,coerente (modello ed esperti d'accordo),ROM,FIO,2026-08-24T18:45:00Z,True,50,False,,2,"Grosso potrebbe confermarlo titolare in posizione di mezzala sinistra, ma rischia di perdersi nel traffico del centrocampo giallorosso e di essere costretto a una gara soprattutto di contenimento. Non è uno sconsigliato assoluto ma pensiamo che difficilmente potrà andare oltre un 6.",False,False,False,0.0,coerente (modello e scheda partita d'accordo)
FIO,Christensen O.,p,1.0,1,4.2,5.99,0.1,0.4,-9.8,8.3,6.7,,,,,,,ROM,FIO,2026-08-24T18:45:00Z,,,False,,2,"Secondo portiere, giocherà solo in caso di problemi per De Gea",False,False,False,,
FRO,Zerbin,c,5.0,29,5.94,5.84,1.1,1.2,1.5,19.5,12.8,8.0,8.0,7.0,36.0,7.67,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),FRO,JUV,2026-08-23T16:30:00Z,,,False,,3,"Non dovrebbe giocare titolare, ma il suo indice è 3/5 perché se dovesse entrare a partita in corso potrebbe causare qualche grattacapo alla difesa bianconera.",False,False,False,,
FRO,Fini,c,3.0,1,5.79,5.73,0.6,0.5,2.1,14.9,9.5,4.0,7.0,5.0,26.0,0.0,coerente (modello ed esperti d'accordo),FRO,JUV,2026-08-23T16:30:00Z,True,60,False,,2,"Ghedjemis è al centro di alcune voci di mercato e questo potrebbe portare Fini a trovare una maglia da titolare in questa partita. Ha saltato per squalifica il match di Coppa Italia, la forma sicuramente potrebbe non essere delle migliori",False,False,False,0.0,coerente (modello e scheda partita d'accordo)
GEN,Ostigard,d,11.0,30,6.18,5.94,1.9,1.0,5.5,26.4,3.4,9.0,9.0,8.0,41.0,7.83,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),GEN,NAP,2026-08-22T18:45:00Z,,,False,,3,"– Il duello con Hojlund si preannuncia non facilissimo, lui non è ancora al top della condizione ma può sempre essere pericoloso in area avversaria, con un occhio ai rigori ...",True,False,False,,
GEN,Baldanzi,c,11.0,17,6.11,5.96,1.7,1.1,4.1,19.4,11.4,7.0,7.0,7.0,35.0,2.34,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,True,55,False,,3,"– approfondimento tra i "" Consigliati """,False,True,True,0.0,coerente (modello e scheda partita d'accordo)
GEN,Colombo,a,11.0,37,6.34,5.96,6.6,1.5,13.5,27.0,20.6,8.0,8.0,7.0,37.0,2.05,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,3,"–approfondimento tra le "" Possibili Sorprese "".",True,False,False,,
GEN,Vasquez,d,9.0,36,5.92,5.92,1.1,0.6,0.6,29.5,25.3,9.0,9.0,7.0,39.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
GEN,Bijlow,p,8.0,16,4.85,6.09,0.3,0.3,-26.3,19.7,16.7,9.0,6.0,6.0,34.0,6.32,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),GEN,NAP,2026-08-22T18:45:00Z,,,False,,3,"– Non sarà un match semplice, ma essendo al debutto casalingo e contro una (nuova) squadra di Allegri non ci aspettiamo un match ricco di gol e lui potrebbe anche uscirsene con un bel voto da modificatore e senza troppi malus",False,False,False,,
GEN,Norton-Cuffy,d,8.0,27,5.98,5.88,1.3,1.1,2.0,22.5,20.3,8.0,7.0,6.0,33.0,2.29,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,"Al momento confermato, dietro può andare in seria difficoltà; potete evitarlo",False,False,False,,
GEN,Vitinha O.,a,8.0,31,6.43,5.98,4.2,1.9,12.1,21.7,15.3,,,,,,,GEN,NAP,2026-08-22T18:45:00Z,False,45,False,,2,– Al limite degli sconsigliati,False,False,False,0.0,coerente (modello e scheda partita d'accordo)
GEN,Frendrup,c,7.0,36,5.93,5.9,0.5,1.1,1.3,28.1,25.1,9.0,8.0,6.0,32.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,"– A proposito di legna, voto sicuro e poco altro...",False,False,False,,
GEN,Marcandalli,d,6.0,31,5.73,5.81,0.6,0.6,0.3,26.5,23.1,8.0,9.0,6.0,33.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,"Il più in difficoltà tra quelli dietro, non mettetelo",False,False,False,,
GEN,Ellertsson,c,6.0,35,5.96,5.87,1.1,1.6,2.1,25.7,22.1,8.0,8.0,5.0,29.0,0.91,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,True,80,False,,2,"– Autentico jolly, ma a questo giro per il voto e poco altro",False,False,False,0.91,coerente (modello e scheda partita d'accordo)
GEN,Martin,d,5.0,29,6.0,5.94,1.1,2.0,2.3,20.3,15.6,3.0,8.0,4.0,28.0,-2.34,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,–Appare sempre ai margini del progetto,False,True,True,,
GEN,Amorim,c,4.0,9,5.81,5.79,0.6,0.8,0.9,18.7,14.5,6.0,8.0,5.0,31.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,True,50,False,,2,"– approfondimento tra gli "" Sconsigliati """,False,True,True,0.0,coerente (modello e scheda partita d'accordo)
GEN,Messias,c,3.0,19,6.13,5.94,1.8,0.9,4.9,11.5,6.5,5.0,4.0,5.0,28.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,– Magari ... risorge??,False,True,True,,
GEN,Otoa,d,2.0,10,5.66,5.86,0.1,0.4,-0.3,14.5,13.6,5.0,8.0,4.0,27.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,– Ritornerà in panca dopo non aver del tutto sfigurato,False,False,False,,
GEN,Sabelli,d,2.0,13,5.72,5.8,0.3,0.7,-0.0,13.9,12.3,6.0,8.0,5.0,28.0,0.0,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,– Panchinaro e poco altro,False,False,False,,
GEN,Masini,c,2.0,21,5.93,5.89,1.1,0.8,1.2,18.0,14.5,5.0,7.0,4.0,26.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
GEN,Venturino,c,2.0,7,6.18,5.98,1.3,1.0,2.5,13.9,9.5,4.0,6.0,4.0,25.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
GEN,Sommariva,p,1.0,2,4.78,6.05,0.3,0.3,-2.4,5.1,5.1,1.0,8.0,1.0,20.0,-0.11,coerente (modello ed esperti d'accordo),GEN,NAP,2026-08-22T18:45:00Z,,,False,,2,– Terzo,False,False,False,,
INT,Martinez L.,a,35.0,30,7.46,6.23,11.1,4.8,41.2,28.7,20.6,9.0,9.0,9.0,45.0,2.05,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,True,65,False,,4,"L'esordio in casa è la ghiotta occasione per iniziare col primo clean sheet della stagione. Fino all'ultimo ci sarà ballottaggio col collega di reparto, ad ogni modo la fortuna vuole che Inter-Monza, apre la prima giornata del nuovo campionato e si avrà il vantaggio di sapere in anteprima le formazioni ufficiali.",False,False,False,-2.21,coerente (modello e scheda partita d'accordo)
INT,Dimarco,d,32.0,35,6.68,6.2,4.9,5.4,18.9,27.5,21.8,9.0,8.0,9.0,44.0,1.07,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,5,Vedi Consigliati,False,True,True,,
INT,Thuram,a,29.0,29,7.45,6.17,10.0,2.8,33.2,28.3,20.4,8.0,8.0,8.0,41.0,2.21,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,3,"Del roster di punte nerazzurre, forse quelle meno in condizione visto il suo rientro in gruppo tardivamente a causa del mondiale ma non per questo va escluso a priori dalle vostre formazioni, la gara potrebbe mettersi in discesa e nel secondo tempo trovare campo aperto per ripartenze letali, fateci un pensierino.",False,False,False,,
INT,Calhanoglu,c,27.0,22,7.06,6.21,4.5,3.6,22.9,24.4,16.0,9.0,6.0,9.0,42.0,7.9,SORPRESA AL RIALZO (esperti piu' fiduciosi del modello),INT,MON,2026-08-22T16:30:00Z,,,False,,5,"Faro e leader tecnico di questa squadra, portatore sano di gioie fantacalcistiche, il bonus di Calha è sempre dietro l'angolo, non serve nemmeno dirvi che dovete metterlo in campo. Pure con una gamba",True,True,True,,
INT,Martinez Jo.,p,17.0,5,5.21,5.93,0.1,0.3,-22.6,25.6,20.4,,,,,,,,,,,,,,,,,,,,
INT,Barella,c,17.0,34,6.5,6.14,3.1,4.7,8.7,29.5,24.3,9.0,8.0,7.0,39.0,0.0,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,vedi possibili Sorprese,False,True,True,,
INT,Akanji,d,16.0,32,6.17,6.06,1.3,0.6,3.2,27.3,27.2,9.0,8.0,9.0,40.0,0.0,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,"Il ministro della difesa nerazzurra riparte come elemento imprescindibile per la sua squadra, perfetto per il mod e pericoloso su i piazzati. Punto fermo",False,False,False,,
INT,Esposito F.P.,a,16.0,31,6.62,6.01,5.1,1.7,16.5,26.3,18.3,6.0,8.0,7.0,37.0,-1.74,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,5,"Dopo un anno di serie A sulle spalle, inizia ad esserci una certa aspettativa nei confronti del ragazzo, la gara contro il Monza è un'ottima occasione per iniziare col botto il campionato ed entrare nel tabellino dei marcatori",True,False,False,,
INT,Bastoni,d,14.0,28,6.13,6.06,1.3,1.9,2.4,25.0,20.6,9.0,8.0,8.0,39.0,2.05,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,"Il play della retroguardia nerazzurra, deputato a impostare l'azione da dietro e saltare la prima linea di pressing, non mancheranno le sue scorribande sull'out mancino, in tandem con Dimash",False,False,False,,
INT,Bisseck,d,11.0,23,6.24,6.04,2.2,0.9,5.7,20.8,17.7,7.0,8.0,7.0,37.0,0.59,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,"In ballottaggio per un posto nei 3 dietro, Bisteccone ha tutte le qualità per giganteggiare in entrambe le aeree di rigore, trovategli un posticino nelle vostre difese se lo vedete in distinta tra gli 11 titolari, il suo appeal aumenterebba a 4/5",False,False,False,,
INT,Zielinski,c,10.0,30,6.35,6.09,2.2,3.2,7.7,25.9,21.7,8.0,7.0,8.0,39.0,1.24,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,vedi Consigliati,True,True,True,,
INT,Diouf,c,8.0,10,6.19,5.96,1.2,1.7,4.3,18.1,13.0,7.0,8.0,7.0,35.0,2.34,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,3,vedi Possibili Sorprese,False,False,False,,
INT,Sucic P.,c,8.0,28,6.17,6.02,1.6,2.4,4.3,23.7,15.8,7.0,8.0,7.0,36.0,2.34,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,3,"Calciatore cresciuto parecchio nell'ultimo periodo, quest'anno ci si aspetta un upgrade da parte sua, potrebbe trovare spazio nella ripresa, come 4° slot del vostro centrocampo potrebbe starci alla grande, valutate eventuali alternative",False,False,False,,
INT,Carlos Augusto,d,7.0,28,6.08,6.01,1.4,1.0,2.7,24.2,16.9,6.0,8.0,7.0,35.0,-0.71,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,3,"Per la regola dell'ex è ampiamente schierabile, cautelatevi con adeguata copertura vista la non certa possibilità di andare a voto",False,False,False,,
INT,Frattesi,c,7.0,14,6.36,5.97,2.6,1.0,10.3,16.2,8.9,5.0,7.0,5.0,31.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
INT,Bonny,a,7.0,27,6.45,5.99,2.9,2.7,13.8,21.2,14.3,6.0,8.0,6.0,36.0,0.0,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,4,"Apparso pimpante nel precampionato, potrebbe ritrovarsi titolare sabato alla prima in casa. Se non avete nomi altisonanti non è utopistico lanciarlo nella mischia",False,False,False,,
INT,Pavard,d,6.0,1,6.06,5.96,0.3,0.5,0.0,15.6,8.8,5.0,7.0,5.0,30.0,0.0,coerente (modello ed esperti d'accordo),INT,MON,2026-08-22T16:30:00Z,,,False,,3,"Panchinaro di lusso per un Inter che ha abbondanza in ogni reparto, potrebbe reintrare nel lotto delle 5 sostituzioni ma senza garantire certezza di andare a voto",False,False,False,,
INT,Mkhitaryan,c,5.0,28,6.28,6.03,2.7,2.5,9.8,15.0,6.4,6.0,8.0,6.0,34.0,0.0,coerente (modello ed esperti d'accordo),,,,,,,,,,,,,,
INT,Luis Henrique,c,4.0,27,6.04,5.94,1.4,1.5,2.8,21.0,15.7,,,,,,,INT,MON,2026-08-22T16:30:00Z,,,False,,3,"Nonostante la partenza di Dumfries, Luisello non ha conquistato la grazie di mister Chivu, superato da Diouf nelle gerarchie della fascia destra potrebbe rimanere per l'intera gara in panca visti i recenti rumors di mercato",False,False,False,,
INT,Provedel,p,2.0,27,5.45,6.21,0.1,0.3,-17.0,15.0,13.4,,,,,,,INT,MON,2026-08-22T16:30:00Z,,,False,,3,vedi Martinez,False,False,False,,
INT,Di Gennaro,p,1.0,1,4.71,5.82,0.6,0.4,-3.0,5.1,0.6,,,,,,,INT,MON,2026-08-22T16:30:00Z,,,False,,1,Terzo portiere.,False,False,False,,
JUV,Yildiz,a,23.0,35,6.79,6.18,5.9,6.9,22.1,30.7,26.7,9.0,8.0,9.0,43.0,0.0,coerente (modello ed esperti d'accordo),FRO,JUV,2026-08-23T16:30:00Z,,,False,,4,"– Potrebbe non essere in forma smagliante, in virtù dei problemi fisici che ha avuto per buona parte dell'estate. Tuttavia, sembra essere pienamente ristabilito e rimane il giocatore di maggior talento della rosa.",True,True,True,,
JUV,McKennie,c,17.0,34,6.47,6.1,4.3,3.3,13.2,28.5,25.3,7.0,8.0,7.0,37.0,-3.21,RISCHIO AL RIBASSO (esperti meno fiduciosi del modello),FRO,JUV,2026-08-23T16:30:00Z,,,False,,3,"– Ci potrebbe tranquillamente anche stare il 4/5, ma considerando che c'è il rischio che giochi in mediana, e che quindi possa avere meno possibilità di incidere, ci limitiamo a dire che è sicuramente schierabile e fossimo in voi comunque lo prenderemmo tranquillamente in condiderazione.",False,False,False,,
JUV,Bremer,d,15.0,26,6.24,6.04,1.8,0.8,4.0,25.6,21.9,9.0,7.0,9.0,41.0,0.99,coerente (modello ed esperti d'accordo),FRO,JUV,2026-08-23T16:30:00Z,,,False,,4,– Vedi Consigliati .,False,False,False,,
JUV,Kalulu,d,13.0,37,6.04,6.04,1.1,2.0,3.2,30.0,27.8,8.0,8.0,8.0,38.0,0.0,coerente (modello ed esperti d'accordo),FRO,JUV,2026-08-23T16:30:00Z,,,False,,3,"– Fedelissimo di Spalletti la scorsa stagione, ci aspettiamo che la musica non cambi. Tranquillamente schierabile per il vostro modificatore.",False,False,False,,
JUV,Conceicao,c,12.0,30,6.67,6.09,5.5,3.6,16.2,28.0,22.5,,,,,,,FRO,JUV,2026-08-23T16:30:00Z,,,False,,4,– Vedi Consigliati .,False,True,True,,
JUV,Thuram K.,c,10.0,34,6.3,5.98,2.8,2.4,8.8,26.1,19.7,9.0,8.0,7.0,38.0,2.79,coerente (modello ed esperti d'accordo),FRO,JUV,2026-08-23T16:30:00Z,,,False,,3,"– Ha saltato quasi tutta la preparazione per un problema fisico. Dovrebbe partire dalla panchina e non è detto che entri. Volendo, potete anche schierarlo se siete ben coperti, ma senza particolari aspettative.",False,False,False,,
