stagione,giornata,squadra,punti_pre,vittorie_pre,pareggi_pre,sconfitte_pre,gol_fatti_pre,gol_subiti_pre,diff_reti_pre,posizione_pre
2015-16,1,Roma,0,0,0,0,0,0,0,1
2015-16,1,Sampdoria,0,0,0,0,0,0,0,2
2015-16,1,Inter,0,0,0,0,0,0,0,3
2015-16,1,Bologna,0,0,0,0,0,0,0,4
2015-16,1,Genoa,0,0,0,0,0,0,0,5
2015-16,1,Fiorentina,0,0,0,0,0,0,0,6
2015-16,1,Juventus,0,0,0,0,0,0,0,7
2015-16,1,Chievo,0,0,0,0,0,0,0,8
2015-16,1,Atalanta,0,0,0,0,0,0,0,9
2015-16,1,Udinese,0,0,0,0,0,0,0,10
2015-16,1,Napoli,0,0,0,0,0,0,0,11
2015-16,1,Lazio,0,0,0,0,0,0,0,12
2015-16,1,Empoli,0,0,0,0,0,0,0,13
2015-16,1,Frosinone,0,0,0,0,0,0,0,14
2015-16,1,Verona,0,0,0,0,0,0,0,15
2015-16,1,Palermo,0,0,0,0,0,0,0,16
2015-16,1,Sassuolo,0,0,0,0,0,0,0,17
2015-16,1,Milan,0,0,0,0,0,0,0,18
2015-16,1,Torino,0,0,0,0,0,0,0,19
2015-16,1,Carpi,0,0,0,0,0,0,0,20
2015-16,2,Sampdoria,3,1,0,0,5.0,2.0,3.0,1
2015-16,2,Chievo,3,1,0,0,3.0,1.0,2.0,2
2015-16,2,Fiorentina,3,1,0,0,2.0,0.0,2.0,3
2015-16,2,Lazio,3,1,0,0,2.0,1.0,1.0,4
2015-16,2,Sassuolo,3,1,0,0,2.0,1.0,1.0,5
2015-16,2,Torino,3,1,0,0,2.0,1.0,1.0,6
2015-16,2,Inter,3,1,0,0,1.0,0.0,1.0,7
2015-16,2,Udinese,3,1,0,0,1.0,0.0,1.0,8
2015-16,2,Palermo,3,1,0,0,1.0,0.0,1.0,9
2015-16,2,Roma,1,0,1,0,1.0,1.0,0.0,10
2015-16,2,Verona,1,0,1,0,1.0,1.0,0.0,11
2015-16,2,Bologna,0,0,0,1,1.0,2.0,-1.0,12
2015-16,2,Napoli,0,0,0,1,1.0,2.0,-1.0,13
2015-16,2,Frosinone,0,0,0,1,1.0,2.0,-1.0,14
2015-16,2,Genoa,0,0,0,1,0.0,1.0,-1.0,15
2015-16,2,Juventus,0,0,0,1,0.0,1.0,-1.0,16
2015-16,2,Atalanta,0,0,0,1,0.0,1.0,-1.0,17
2015-16,2,Empoli,0,0,0,1,1.0,3.0,-2.0,18
2015-16,2,Milan,0,0,0,1,0.0,2.0,-2.0,19
2015-16,2,Carpi,0,0,0,1,2.0,5.0,-3.0,20
2015-16,3,Chievo,6,2,0,0,7.0,1.0,6.0,1
2015-16,3,Torino,6,2,0,0,5.0,2.0,3.0,2
2015-16,3,Inter,6,2,0,0,3.0,1.0,2.0,3
2015-16,3,Sassuolo,6,2,0,0,3.0,1.0,2.0,4
2015-16,3,Palermo,6,2,0,0,2.0,0.0,2.0,5
2015-16,3,Sampdoria,4,1,1,0,7.0,4.0,3.0,6
2015-16,3,Roma,4,1,1,0,3.0,2.0,1.0,7
2015-16,3,Genoa,3,1,0,1,2.0,1.0,1.0,8
2015-16,3,Atalanta,3,1,0,1,2.0,1.0,1.0,9
2015-16,3,Fiorentina,3,1,0,1,3.0,3.0,0.0,10
2015-16,3,Udinese,3,1,0,1,1.0,1.0,0.0,11
2015-16,3,Milan,3,1,0,1,2.0,3.0,-1.0,12
2015-16,3,Lazio,3,1,0,1,2.0,5.0,-3.0,13
2015-16,3,Napoli,1,0,1,1,3.0,4.0,-1.0,14
2015-16,3,Verona,1,0,1,1,1.0,3.0,-2.0,15
2015-16,3,Bologna,0,0,0,2,1.0,3.0,-2.0,16
2015-16,3,Juventus,0,0,0,2,1.0,3.0,-2.0,17
2015-16,3,Empoli,0,0,0,2,2.0,5.0,-3.0,18
2015-16,3,Frosinone,0,0,0,2,1.0,4.0,-3.0,19
2015-16,3,Carpi,0,0,0,2,3.0,7.0,-4.0,20
2015-16,4,Inter,9,3,0,0,4.0,1.0,3.0,1
2015-16,4,Chievo,7,2,1,0,8.0,2.0,6.0,2
2015-16,4,Sampdoria,7,2,1,0,9.0,4.0,5.0,3
2015-16,4,Torino,7,2,1,0,7.0,4.0,3.0,4
2015-16,4,Roma,7,2,1,0,5.0,2.0,3.0,5
2015-16,4,Sassuolo,7,2,1,0,5.0,3.0,2.0,6
2015-16,4,Palermo,7,2,1,0,4.0,2.0,2.0,7
2015-16,4,Fiorentina,6,2,0,1,4.0,3.0,1.0,8
2015-16,4,Lazio,6,2,0,1,4.0,5.0,-1.0,9
2015-16,4,Atalanta,4,1,1,1,4.0,3.0,1.0,10
2015-16,4,Genoa,3,1,0,2,2.0,2.0,0.0,11
2015-16,4,Milan,3,1,0,2,2.0,4.0,-2.0,12
2015-16,4,Udinese,3,1,0,2,1.0,3.0,-2.0,13
2015-16,4,Napoli,2,0,2,1,5.0,6.0,-1.0,14
2015-16,4,Verona,2,0,2,1,3.0,5.0,-2.0,15
2015-16,4,Juventus,1,0,1,2,2.0,4.0,-2.0,16
2015-16,4,Empoli,1,0,1,2,4.0,7.0,-3.0,17
2015-16,4,Carpi,1,0,1,2,5.0,9.0,-4.0,18
2015-16,4,Bologna,0,0,0,3,1.0,5.0,-4.0,19
2015-16,4,Frosinone,0,0,0,3,1.0,6.0,-5.0,20
2015-16,5,Inter,12,4,0,0,5.0,1.0,4.0,1
2015-16,5,Torino,10,3,1,0,9.0,4.0,5.0,2
2015-16,5,Fiorentina,9,3,0,1,5.0,3.0,2.0,3
2015-16,5,Roma,8,2,2,0,7.0,4.0,3.0,4
2015-16,5,Sassuolo,8,2,2,0,7.0,5.0,2.0,5
2015-16,5,Chievo,7,2,1,1,8.0,3.0,5.0,6
2015-16,5,Sampdoria,7,2,1,1,9.0,6.0,3.0,7
2015-16,5,Palermo,7,2,1,1,6.0,5.0,1.0,8
2015-16,5,Milan,6,2,0,2,5.0,6.0,-1.0,9
2015-16,5,Lazio,6,2,0,2,4.0,10.0,-6.0,10
2015-16,5,Napoli,5,1,2,1,10.0,6.0,4.0,11
2015-16,5,Atalanta,5,1,2,1,5.0,4.0,1.0,12
2015-16,5,Juventus,4,1,1,2,4.0,4.0,0.0,13
2015-16,5,Empoli,4,1,1,2,6.0,8.0,-2.0,14
2015-16,5,Verona,3,0,3,1,4.0,6.0,-2.0,15
2015-16,5,Genoa,3,1,0,3,2.0,4.0,-2.0,16
2015-16,5,Bologna,3,1,0,3,2.0,5.0,-3.0,17
2015-16,5,Udinese,3,1,0,3,2.0,5.0,-3.0,18
2015-16,5,Carpi,1,0,1,3,5.0,10.0,-5.0,19
2015-16,5,Frosinone,0,0,0,4,1.0,7.0,-6.0,20
2015-16,6,Inter,15,5,0,0,6.0,1.0,5.0,1
2015-16,6,Fiorentina,12,4,0,1,7.0,3.0,4.0,2
2015-16,6,Sassuolo,11,3,2,0,8.0,5.0,3.0,3
2015-16,6,Chievo,10,3,1,1,9.0,3.0,6.0,4
2015-16,6,Sampdoria,10,3,1,1,11.0,7.0,4.0,5
2015-16,6,Torino,10,3,1,1,9.0,5.0,4.0,6
2015-16,6,Milan,9,3,0,2,8.0,8.0,0.0,7
2015-16,6,Lazio,9,3,0,2,6.0,10.0,-4.0,8
2015-16,6,Roma,8,2,2,1,8.0,6.0,2.0,9
2015-16,6,Atalanta,8,2,2,1,6.0,4.0,2.0,10
2015-16,6,Palermo,7,2,1,2,6.0,6.0,0.0,11
2015-16,6,Napoli,6,1,3,1,10.0,6.0,4.0,12
2015-16,6,Juventus,5,1,2,2,5.0,5.0,0.0,13
2015-16,6,Empoli,4,1,1,3,6.0,9.0,-3.0,14
2015-16,6,Verona,3,0,3,2,4.0,7.0,-3.0,15
2015-16,6,Udinese,3,1,0,4,4.0,8.0,-4.0,16
2015-16,6,Genoa,3,1,0,4,2.0,6.0,-4.0,17
2015-16,6,Bologna,3,1,0,4,2.0,7.0,-5.0,18
2015-16,6,Carpi,2,0,2,3,5.0,10.0,-5.0,19
2015-16,6,Frosinone,1,0,1,4,2.0,8.0,-6.0,20
2015-16,7,Fiorentina,15,5,0,1,11.0,4.0,7.0,1
2015-16,7,Inter,15,5,0,1,7.0,5.0,2.0,2
2015-16,7,Torino,13,4,1,1,11.0,6.0,5.0,3
2015-16,7,Sassuolo,12,3,3,0,9.0,6.0,3.0,4
2015-16,7,Lazio,12,4,0,2,8.0,11.0,-3.0,5
2015-16,7,Roma,11,3,2,1,13.0,7.0,6.0,6
2015-16,7,Chievo,11,3,2,1,10.0,4.0,6.0,7
2015-16,7,Atalanta,11,3,2,1,8.0,5.0,3.0,8
2015-16,7,Sampdoria,10,3,1,2,12.0,9.0,3.0,9
2015-16,7,Napoli,9,2,3,1,12.0,7.0,5.0,10
2015-16,7,Milan,9,3,0,3,8.0,9.0,-1.0,11
2015-16,7,Palermo,7,2,1,3,7.0,8.0,-1.0,12
2015-16,7,Udinese,6,2,0,4,6.0,9.0,-3.0,13
2015-16,7,Genoa,6,2,0,4,3.0,6.0,-3.0,14
2015-16,7,Juventus,5,1,2,3,6.0,7.0,-1.0,15
2015-16,7,Frosinone,4,1,1,4,4.0,8.0,-4.0,16
2015-16,7,Empoli,4,1,1,4,6.0,11.0,-5.0,17
2015-16,7,Verona,3,0,3,3,5.0,9.0,-4.0,18
2015-16,7,Bologna,3,1,0,5,3.0,9.0,-6.0,19
2015-16,7,Carpi,2,0,2,4,6.0,15.0,-9.0,20
2015-16,8,Fiorentina,18,6,0,1,14.0,4.0,10.0,1
2015-16,8,Inter,16,5,1,1,8.0,6.0,2.0,2
2015-16,8,Lazio,15,5,0,2,10.0,11.0,-1.0,3
2015-16,8,Roma,14,4,2,1,17.0,9.0,8.0,4
2015-16,8,Torino,13,4,1,2,12.0,8.0,4.0,5
2015-16,8,Napoli,12,3,3,1,16.0,7.0,9.0,6
2015-16,8,Chievo,12,3,3,1,11.0,5.0,6.0,7
2015-16,8,Sassuolo,12,3,3,1,9.0,7.0,2.0,8
2015-16,8,Sampdoria,11,3,2,2,13.0,10.0,3.0,9
2015-16,8,Atalanta,11,3,2,2,8.0,8.0,0.0,10
2015-16,8,Milan,9,3,0,4,8.0,13.0,-5.0,11
2015-16,8,Juventus,8,2,2,3,9.0,8.0,1.0,12
2015-16,8,Palermo,7,2,1,4,9.0,12.0,-3.0,13
2015-16,8,Udinese,7,2,1,4,7.0,10.0,-3.0,14
2015-16,8,Genoa,7,2,1,4,4.0,7.0,-3.0,15
2015-16,8,Empoli,7,2,1,4,7.0,11.0,-4.0,16
2015-16,8,Carpi,5,1,2,4,8.0,16.0,-8.0,17
2015-16,8,Verona,4,0,4,3,6.0,10.0,-4.0,18
2015-16,8,Frosinone,4,1,1,5,4.0,10.0,-6.0,19
2015-16,8,Bologna,3,1,0,6,4.0,12.0,-8.0,20
2015-16,9,Fiorentina,18,6,0,2,15.0,6.0,9.0,1
2015-16,9,Roma,17,5,2,1,20.0,10.0,10.0,2
2015-16,9,Inter,17,5,2,1,8.0,6.0,2.0,3
2015-16,9,Napoli,15,4,3,1,18.0,8.0,10.0,4
2015-16,9,Sassuolo,15,4,3,1,11.0,8.0,3.0,5
2015-16,9,Lazio,15,5,0,3,11.0,13.0,-2.0,6
2015-16,9,Torino,14,4,2,2,13.0,9.0,4.0,7
2015-16,9,Atalanta,14,4,2,2,11.0,8.0,3.0,8
2015-16,9,Chievo,12,3,3,2,13.0,8.0,5.0,9
2015-16,9,Sampdoria,11,3,2,3,13.0,12.0,1.0,10
2015-16,9,Palermo,10,3,1,4,10.0,12.0,-2.0,11
2015-16,9,Genoa,10,3,1,4,7.0,9.0,-2.0,12
2015-16,9,Milan,10,3,1,4,9.0,14.0,-5.0,13
2015-16,9,Juventus,9,2,3,3,9.0,8.0,1.0,14
2015-16,9,Udinese,8,2,2,4,8.0,11.0,-3.0,15
2015-16,9,Frosinone,7,2,1,5,6.0,10.0,-4.0,16
2015-16,9,Empoli,7,2,1,5,8.0,14.0,-6.0,17
2015-16,9,Verona,5,0,5,3,7.0,11.0,-4.0,18
2015-16,9,Carpi,5,1,2,5,8.0,19.0,-11.0,19
2015-16,9,Bologna,3,1,0,7,4.0,13.0,-9.0,20
2015-16,10,Roma,20,6,2,1,22.0,11.0,11.0,1
2015-16,10,Napoli,18,5,3,1,19.0,8.0,11.0,2
2015-16,10,Fiorentina,18,6,0,3,16.0,8.0,8.0,3
2015-16,10,Inter,18,5,3,1,9.0,7.0,2.0,4
2015-16,10,Lazio,18,6,0,3,14.0,13.0,1.0,5
2015-16,10,Sassuolo,15,4,3,2,12.0,10.0,2.0,6
2015-16,10,Sampdoria,14,4,2,3,17.0,13.0,4.0,7
2015-16,10,Torino,14,4,2,3,13.0,12.0,1.0,8
2015-16,10,Atalanta,14,4,2,3,11.0,10.0,1.0,9
2015-16,10,Milan,13,4,1,4,11.0,15.0,-4.0,10
2015-16,10,Chievo,12,3,3,3,13.0,9.0,4.0,11
2015-16,10,Juventus,12,3,3,3,11.0,8.0,3.0,12
2015-16,10,Palermo,11,3,2,4,11.0,13.0,-2.0,13
2015-16,10,Udinese,11,3,2,4,9.0,11.0,-2.0,14
2015-16,10,Empoli,10,3,1,5,10.0,14.0,-4.0,15
2015-16,10,Genoa,10,3,1,5,7.0,11.0,-4.0,16
2015-16,10,Frosinone,7,2,1,6,6.0,11.0,-5.0,17
2015-16,10,Bologna,6,2,0,7,6.0,14.0,-8.0,18
2015-16,10,Verona,5,0,5,4,8.0,15.0,-7.0,19
2015-16,10,Carpi,5,1,2,6,9.0,21.0,-12.0,20
2015-16,11,Roma,23,7,2,1,25.0,12.0,13.0,1
2015-16,11,Napoli,21,6,3,1,21.0,8.0,13.0,2
2015-16,11,Fiorentina,21,7,0,3,18.0,8.0,10.0,3
2015-16,11,Inter,21,6,3,1,10.0,7.0,3.0,4
2015-16,11,Sassuolo,18,5,3,2,13.0,10.0,3.0,5
2015-16,11,Lazio,18,6,0,4,15.0,15.0,0.0,6
2015-16,11,Atalanta,17,5,2,3,13.0,11.0,2.0,7
2015-16,11,Milan,16,5,1,4,12.0,15.0,-3.0,8
2015-16,11,Sampdoria,15,4,3,3,18.0,14.0,4.0,9
2015-16,11,Torino,15,4,3,3,16.0,15.0,1.0,10
2015-16,11,Chievo,12,3,3,4,13.0,10.0,3.0,11
2015-16,11,Juventus,12,3,3,4,11.0,9.0,2.0,12
2015-16,11,Empoli,11,3,2,5,11.0,15.0,-4.0,13
2015-16,11,Palermo,11,3,2,5,11.0,15.0,-4.0,14
2015-16,11,Genoa,11,3,2,5,10.0,14.0,-4.0,15
2015-16,11,Udinese,11,3,2,5,10.0,14.0,-4.0,16
2015-16,11,Frosinone,10,3,1,6,8.0,12.0,-4.0,17
2015-16,11,Bologna,6,2,0,8,6.0,15.0,-9.0,18
2015-16,11,Verona,5,0,5,5,8.0,17.0,-9.0,19
2015-16,11,Carpi,5,1,2,7,10.0,23.0,-13.0,20
2015-16,12,Fiorentina,24,8,0,3,22.0,9.0,13.0,1
2015-16,12,Inter,24,7,3,1,11.0,7.0,4.0,2
2015-16,12,Roma,23,7,2,2,25.0,13.0,12.0,3
2015-16,12,Napoli,22,6,4,1,21.0,8.0,13.0,4
2015-16,12,Sassuolo,19,5,4,2,13.0,10.0,3.0,5
2015-16,12,Milan,19,6,1,4,15.0,16.0,-1.0,6
2015-16,12,Lazio,18,6,0,5,16.0,18.0,-2.0,7
2015-16,12,Atalanta,17,5,2,4,13.0,14.0,-1.0,8
2015-16,12,Sampdoria,16,4,4,3,19.0,15.0,4.0,9
2015-16,12,Juventus,15,4,3,4,13.0,10.0,3.0,10
2015-16,12,Torino,15,4,3,4,17.0,17.0,0.0,11
2015-16,12,Empoli,14,4,2,5,12.0,15.0,-3.0,12
2015-16,12,Chievo,13,3,4,4,14.0,11.0,3.0,13
2015-16,12,Genoa,12,3,3,5,10.0,14.0,-4.0,14
2015-16,12,Udinese,12,3,3,5,10.0,14.0,-4.0,15
2015-16,12,Palermo,11,3,2,6,11.0,16.0,-5.0,16
2015-16,12,Frosinone,10,3,1,7,9.0,16.0,-7.0,17
2015-16,12,Bologna,9,3,0,8,9.0,15.0,-6.0,18
2015-16,12,Verona,6,0,6,5,8.0,17.0,-9.0,19
2015-16,12,Carpi,6,1,3,7,10.0,23.0,-13.0,20
2015-16,13,Fiorentina,27,9,0,3,24.0,9.0,15.0,1
2015-16,13,Inter,27,8,3,1,12.0,7.0,5.0,2
2015-16,13,Roma,26,8,2,2,27.0,13.0,14.0,3
2015-16,13,Napoli,25,7,4,1,22.0,8.0,14.0,4
2015-16,13,Sassuolo,22,6,4,2,14.0,10.0,4.0,5
2015-16,13,Milan,20,6,2,4,15.0,16.0,-1.0,6
2015-16,13,Juventus,18,5,3,4,16.0,11.0,5.0,7
2015-16,13,Atalanta,18,5,3,4,13.0,14.0,-1.0,8
2015-16,13,Lazio,18,6,0,6,16.0,20.0,-4.0,9
2015-16,13,Sampdoria,16,4,4,4,19.0,17.0,2.0,10
2015-16,13,Torino,15,4,3,5,17.0,18.0,-1.0,11
2015-16,13,Palermo,14,4,2,6,12.0,16.0,-4.0,12
2015-16,13,Empoli,14,4,2,6,13.0,18.0,-5.0,13
2015-16,13,Chievo,13,3,4,5,14.0,12.0,2.0,14
2015-16,13,Genoa,13,3,4,5,12.0,16.0,-4.0,15
2015-16,13,Bologna,12,4,0,8,11.0,15.0,-4.0,16
2015-16,13,Udinese,12,3,3,6,10.0,15.0,-5.0,17
2015-16,13,Frosinone,11,3,2,7,11.0,18.0,-7.0,18
2015-16,13,Verona,6,0,6,6,8.0,19.0,-11.0,19
2015-16,13,Carpi,6,1,3,8,10.0,24.0,-14.0,20
2015-16,14,Inter,30,9,3,1,16.0,7.0,9.0,1
2015-16,14,Napoli,28,8,4,1,24.0,8.0,16.0,2
2015-16,14,Fiorentina,28,9,1,3,26.0,11.0,15.0,3
2015-16,14,Roma,27,8,3,2,29.0,15.0,14.0,4
2015-16,14,Sassuolo,22,6,4,3,15.0,12.0,3.0,5
2015-16,14,Juventus,21,6,3,4,17.0,11.0,6.0,6
2015-16,14,Milan,20,6,2,5,15.0,17.0,-2.0,7
2015-16,14,Lazio,19,6,1,6,17.0,21.0,-4.0,8
2015-16,14,Torino,18,5,3,5,18.0,18.0,0.0,9
2015-16,14,Atalanta,18,5,3,5,13.0,15.0,-2.0,10
2015-16,14,Chievo,16,4,4,5,16.0,13.0,3.0,11
2015-16,14,Sampdoria,16,4,4,5,19.0,18.0,1.0,12
2015-16,14,Genoa,16,4,4,5,14.0,17.0,-3.0,13
2015-16,14,Palermo,15,4,3,6,13.0,17.0,-4.0,14
2015-16,14,Udinese,15,4,3,6,11.0,15.0,-4.0,15
2015-16,14,Empoli,15,4,3,6,15.0,20.0,-5.0,16
2015-16,14,Bologna,13,4,1,8,13.0,17.0,-4.0,17
2015-16,14,Frosinone,11,3,2,8,11.0,22.0,-11.0,18
2015-16,14,Verona,6,0,6,7,8.0,21.0,-13.0,19
2015-16,14,Carpi,6,1,3,9,11.0,26.0,-15.0,20
2015-16,15,Napoli,31,9,4,1,26.0,9.0,17.0,1
2015-16,15,Inter,30,9,3,2,17.0,9.0,8.0,2
2015-16,15,Fiorentina,29,9,2,3,27.0,12.0,15.0,3
2015-16,15,Roma,27,8,3,3,29.0,17.0,12.0,4
2015-16,15,Juventus,24,7,3,4,20.0,11.0,9.0,5
2015-16,15,Sassuolo,23,6,5,3,16.0,13.0,3.0,6
2015-16,15,Milan,23,7,2,5,19.0,18.0,1.0,7
2015-16,15,Torino,21,6,3,5,20.0,18.0,2.0,8
2015-16,15,Atalanta,21,6,3,5,15.0,15.0,0.0,9
2015-16,15,Lazio,19,6,1,7,17.0,22.0,-5.0,10
2015-16,15,Udinese,18,5,3,6,14.0,17.0,-3.0,11
2015-16,15,Empoli,18,5,3,6,16.0,20.0,-4.0,12
2015-16,15,Chievo,16,4,4,6,18.0,16.0,2.0,13
2015-16,15,Sampdoria,16,4,4,6,20.0,22.0,-2.0,14
2015-16,15,Genoa,16,4,4,6,15.0,19.0,-4.0,15
2015-16,15,Palermo,15,4,3,7,13.0,20.0,-7.0,16
2015-16,15,Frosinone,14,4,2,8,14.0,24.0,-10.0,17
2015-16,15,Bologna,13,4,1,9,13.0,19.0,-6.0,18
2015-16,15,Carpi,9,2,3,9,13.0,27.0,-14.0,19
2015-16,15,Verona,6,0,6,8,10.0,24.0,-14.0,20
2015-16,16,Inter,33,10,3,2,18.0,9.0,9.0,1
2015-16,16,Fiorentina,32,10,2,3,30.0,12.0,18.0,2
2015-16,16,Napoli,31,9,4,2,28.0,12.0,16.0,3
2015-16,16,Roma,28,8,4,3,30.0,18.0,12.0,4
2015-16,16,Juventus,27,8,3,4,22.0,11.0,11.0,5
2015-16,16,Sassuolo,26,7,5,3,19.0,14.0,5.0,6
2015-16,16,Atalanta,24,7,3,5,18.0,15.0,3.0,7
2015-16,16,Milan,24,7,3,5,19.0,18.0,1.0,8
2015-16,16,Torino,22,6,4,5,21.0,19.0,2.0,9
2015-16,16,Empoli,21,6,3,6,17.0,20.0,-3.0,10
2015-16,16,Chievo,19,5,4,6,20.0,16.0,4.0,11
2015-16,16,Lazio,19,6,1,8,17.0,24.0,-7.0,12
2015-16,16,Udinese,18,5,3,7,14.0,20.0,-6.0,13
2015-16,16,Sampdoria,16,4,4,7,21.0,25.0,-4.0,14
2015-16,16,Bologna,16,5,1,9,16.0,21.0,-5.0,15
2015-16,16,Genoa,16,4,4,7,15.0,20.0,-5.0,16
2015-16,16,Palermo,15,4,3,8,13.0,23.0,-10.0,17
2015-16,16,Frosinone,14,4,2,9,14.0,26.0,-12.0,18
2015-16,16,Carpi,10,2,4,9,13.0,27.0,-14.0,19
2015-16,16,Verona,6,0,6,9,10.0,25.0,-15.0,20
2015-16,17,Inter,36,11,3,2,22.0,9.0,13.0,1
2015-16,17,Fiorentina,32,10,2,4,31.0,15.0,16.0,2
2015-16,17,Napoli,32,9,5,2,28.0,12.0,16.0,3
2015-16,17,Juventus,30,9,3,4,25.0,12.0,13.0,4
2015-16,17,Roma,29,8,5,3,30.0,18.0,12.0,5
2015-16,17,Sassuolo,27,7,6,3,20.0,15.0,5.0,6
2015-16,17,Milan,25,7,4,5,20.0,19.0,1.0,7
2015-16,17,Atalanta,24,7,3,6,18.0,16.0,2.0,8
2015-16,17,Empoli,24,7,3,6,20.0,20.0,0.0,9
2015-16,17,Torino,23,6,5,5,22.0,20.0,2.0,10
2015-16,17,Chievo,22,6,4,6,21.0,16.0,5.0,11
2015-16,17,Lazio,20,6,2,8,18.0,25.0,-7.0,12
2015-16,17,Bologna,19,6,1,9,17.0,21.0,-4.0,13
2015-16,17,Palermo,18,5,3,8,17.0,24.0,-7.0,14
2015-16,17,Udinese,18,5,3,8,14.0,24.0,-10.0,15
2015-16,17,Sampdoria,17,4,5,7,22.0,26.0,-4.0,16
2015-16,17,Genoa,16,4,4,8,15.0,21.0,-6.0,17
2015-16,17,Frosinone,14,4,2,10,15.0,30.0,-15.0,18
2015-16,17,Carpi,10,2,4,10,13.0,30.0,-17.0,19
2015-16,17,Verona,7,0,7,9,11.0,26.0,-15.0,20
2015-16,18,Inter,36,11,3,3,23.0,11.0,12.0,1
2015-16,18,Fiorentina,35,11,2,4,33.0,15.0,18.0,2
2015-16,18,Napoli,35,10,5,2,31.0,13.0,18.0,3
2015-16,18,Juventus,33,10,3,4,28.0,14.0,14.0,4
2015-16,18,Roma,32,9,5,3,32.0,18.0,14.0,5
2015-16,18,Sassuolo,28,7,7,3,21.0,16.0,5.0,6
2015-16,18,Milan,28,8,4,5,24.0,21.0,3.0,7
2015-16,18,Empoli,27,8,3,6,23.0,22.0,1.0,8
2015-16,18,Atalanta,24,7,3,7,19.0,19.0,0.0,9
2015-16,18,Torino,23,6,5,6,22.0,21.0,1.0,10
2015-16,18,Lazio,23,7,2,8,20.0,26.0,-6.0,11
2015-16,18,Chievo,22,6,4,7,21.0,18.0,3.0,12
2015-16,18,Udinese,21,6,3,8,15.0,24.0,-9.0,13
2015-16,18,Sampdoria,20,5,5,7,24.0,26.0,-2.0,14
2015-16,18,Bologna,19,6,1,10,19.0,24.0,-5.0,15
2015-16,18,Palermo,18,5,3,9,17.0,26.0,-9.0,16
2015-16,18,Genoa,16,4,4,9,15.0,23.0,-8.0,17
2015-16,18,Frosinone,14,4,2,11,17.0,34.0,-17.0,18
2015-16,18,Carpi,10,2,4,11,15.0,33.0,-18.0,19
2015-16,18,Verona,8,0,8,9,12.0,27.0,-15.0,20
2015-16,19,Inter,39,12,3,3,24.0,11.0,13.0,1
2015-16,19,Fiorentina,38,12,2,4,36.0,16.0,20.0,2
2015-16,19,Napoli,38,11,5,2,33.0,14.0,19.0,3
2015-16,19,Juventus,36,11,3,4,31.0,14.0,17.0,4
2015-16,19,Roma,33,9,6,3,35.0,21.0,14.0,5
2015-16,19,Sassuolo,29,7,8,3,23.0,18.0,5.0,6
2015-16,19,Milan,28,8,4,6,24.0,22.0,2.0,7
2015-16,19,Empoli,27,8,3,7,23.0,23.0,0.0,8
2015-16,19,Atalanta,24,7,3,8,20.0,21.0,-1.0,9
2015-16,19,Lazio,24,7,3,8,20.0,26.0,-6.0,10
2015-16,19,Udinese,24,7,3,8,17.0,25.0,-8.0,11
2015-16,19,Chievo,23,6,5,7,24.0,21.0,3.0,12
2015-16,19,Torino,23,6,5,7,23.0,23.0,0.0,13
2015-16,19,Sampdoria,23,6,5,7,27.0,28.0,-1.0,14
2015-16,19,Bologna,22,7,1,10,20.0,24.0,-4.0,15
2015-16,19,Palermo,18,5,3,10,18.0,29.0,-11.0,16
2015-16,19,Genoa,16,4,4,10,17.0,26.0,-9.0,17
2015-16,19,Frosinone,15,4,3,11,19.0,36.0,-17.0,18
2015-16,19,Carpi,11,2,5,11,15.0,33.0,-18.0,19
2015-16,19,Verona,8,0,8,10,12.0,30.0,-18.0,20
2015-16,20,Napoli,41,12,5,2,38.0,15.0,23.0,1
2015-16,20,Juventus,39,12,3,4,33.0,15.0,18.0,2
2015-16,20,Inter,39,12,3,4,24.0,12.0,12.0,3
2015-16,20,Fiorentina,38,12,2,5,37.0,19.0,18.0,4
2015-16,20,Roma,34,9,7,3,36.0,22.0,14.0,5
2015-16,20,Sassuolo,32,8,8,3,24.0,18.0,6.0,6
2015-16,20,Empoli,30,9,3,7,24.0,23.0,1.0,7
2015-16,20,Milan,29,8,5,6,25.0,23.0,2.0,8
2015-16,20,Lazio,27,8,3,8,23.0,27.0,-4.0,9
2015-16,20,Chievo,26,7,5,7,25.0,21.0,4.0,10
2015-16,20,Atalanta,24,7,3,9,20.0,23.0,-3.0,11
2015-16,20,Udinese,24,7,3,9,18.0,27.0,-9.0,12
2015-16,20,Torino,23,6,5,8,23.0,24.0,-1.0,13
2015-16,20,Sampdoria,23,6,5,8,28.0,30.0,-2.0,14
2015-16,20,Bologna,22,7,1,11,20.0,25.0,-5.0,15
2015-16,20,Palermo,21,6,3,10,19.0,29.0,-10.0,16
2015-16,20,Genoa,19,5,4,10,19.0,26.0,-7.0,17
2015-16,20,Frosinone,15,4,3,12,20.0,41.0,-21.0,18
2015-16,20,Carpi,14,3,5,11,17.0,34.0,-17.0,19
2015-16,20,Verona,8,0,8,11,12.0,31.0,-19.0,20
2015-16,21,Napoli,44,13,5,2,41.0,16.0,25.0,1
2015-16,21,Juventus,42,13,3,4,37.0,15.0,22.0,2
2015-16,21,Inter,40,12,4,4,25.0,13.0,12.0,3
2015-16,21,Fiorentina,38,12,2,6,37.0,21.0,16.0,4
2015-16,21,Roma,35,9,8,3,37.0,23.0,14.0,5
