stagione,player_id,nome_giocatore,squadra_sigla,ruolo_classic,ruolo_mantra,quotazione_iniziale,quotazione_attuale,fvm
2016-17,2055,Vermaelen,ROM,d,ds|dc,9.0,1.0,
2016-17,2059,Leitner,LAZ,c,c|t,4.0,1.0,
2016-17,2071,Dussenne,CRO,d,dc,4.0,1.0,
2016-17,2080,Amuzie,SAM,d,ds|e,1.0,1.0,
2016-17,2088,Cojocaru,CRO,p,por,1.0,1.0,
2016-17,2089,Pesic,ATA,a,pc,5.0,1.0,
2016-17,2090,Orban L,GEN,d,ds|dc,5.0,1.0,
2016-17,2091,Plizzari,MIL,p,por,1.0,1.0,
2016-17,2092,Coppola D,TOR,p,por,1.0,1.0,
2016-17,2096,Cucchietti,TOR,p,por,1.0,1.0,
2016-17,2103,Pellegri,GEN,a,pc,1.0,1.0,
2016-17,2105,Beghetto,GEN,c,e,3.0,1.0,
2016-17,2106,Morosini,GEN,c,t|a,4.0,1.0,
2016-17,2109,Carlao,TOR,d,dc,3.0,1.0,
2016-17,2110,Stefan Silva,PAL,a,a,4.0,1.0,
2016-17,2113,Cubas,PES,c,m|c,3.0,1.0,
2016-17,2117,Kastanos,PES,c,c|t,2.0,1.0,
2016-17,2121,Melegoni,ATA,c,c,2.0,1.0,
2016-17,2127,Satalino,FIO,p,por,1.0,1.0,
2016-17,2128,Sainsbury,INT,d,dc,1.0,1.0,
2016-17,2129,Simic L,SAM,d,dc,3.0,1.0,
2016-17,2130,Hateboer,ATA,d,dd|dc,3.0,1.0,
2016-17,2131,Ranegie,UDI,a,pc,2.0,1.0,
2016-17,2132,Kotnik,CRO,c,t|a,3.0,1.0,
2016-17,2133,Valencia Jm,BOL,c,t|a,2.0,1.0,
2016-17,2134,Falcone,SAM,p,por,1.0,1.0,
2016-17,2137,Scamacca,SAS,a,pc,1.0,1.0,
2016-17,2144,Coulibaly M.,PES,c,c,1.0,1.0,
2016-17,2156,Crosta,CAG,p,por,1.0,1.0,
2017-18,277,Icardi,INT,a,pc,35.0,34.0,
2017-18,785,Immobile,LAZ,a,pc,31.0,33.0,
2017-18,309,Dybala,JUV,a,a,29.0,30.0,
2017-18,647,Dzeko,ROM,a,pc,36.0,29.0,
2017-18,410,Mertens,NAP,a,pc,36.0,28.0,
2017-18,408,Higuain,JUV,a,pc,38.0,27.0,
2017-18,406,Callejon,NAP,a,a,26.0,26.0,
2017-18,409,Insigne,NAP,a,a,30.0,26.0,
2017-18,26,Gomez,ATA,a,a,26.0,25.0,
2017-18,345,Keita B.,LAZ,a,a,25.0,24.0,
2017-18,441,Belotti,TOR,a,pc,37.0,23.0,
2017-18,568,Quagliarella,SAM,a,pc,17.0,23.0,
2017-18,376,Verdi,BOL,c,t|a,16.0,22.0,
2017-18,402,Hamsik,NAP,c,c|t,26.0,22.0,
2017-18,645,Milinkovic-Savic,LAZ,c,c|t,14.0,22.0,
2017-18,704,Perisic,INT,c,w|a,22.0,22.0,
2017-18,2200,Douglas Costa,JUV,c,w|a,17.0,22.0,
2017-18,177,Ilicic,ATA,c,t|a,12.0,21.0,
2017-18,377,Bacca,MIL,a,pc,21.0,21.0,
2017-18,467,Nainggolan,ROM,c,m|c,26.0,21.0,
2017-18,475,Iago Falque,TOR,a,t|a,16.0,21.0,
2017-18,2061,Simeone,FIO,a,pc,17.0,20.0,
2017-18,2267,Antenucci,SPA,a,pc,12.0,20.0,
2017-18,375,Suso,MIL,c,t|a,18.0,19.0,
2017-18,469,Pjanic,JUV,c,c|t,17.0,19.0,
2017-18,478,Ljajic,TOR,a,a,16.0,19.0,
2017-18,536,Politano,SAS,a,a,14.0,19.0,
2017-18,90,Lasagna,UDI,a,pc,12.0,18.0,
2017-18,152,Zielinski,NAP,c,c|t,17.0,18.0,
2017-18,322,De Vrij,LAZ,d,dc,13.0,18.0,
2017-18,608,Zapata D.,SAM,a,pc,16.0,18.0,
2017-18,652,Kalinic,MIL,a,pc,26.0,18.0,
2017-18,1964,Alisson,ROM,p,por,13.0,18.0,
2017-18,2002,Chiesa,FIO,c,w|a,14.0,18.0,
2017-18,2085,Luis Alberto,LAZ,c,c|t,4.0,18.0,
2017-18,367,Bonaventura,MIL,c,c|w|t,16.0,17.0,
2017-18,2194,Calhanoglu,MIL,c,t,15.0,17.0,
2017-18,2655,Rafinha,INT,c,c|w|t,14.0,17.0,
2017-18,123,Inglese,CHI,a,pc,15.0,16.0,
2017-18,184,Bernardeschi,JUV,c,w|a,20.0,16.0,
2017-18,299,Khedira,JUV,c,m|c,14.0,16.0,
2017-18,335,Felipe Anderson,LAZ,c,w|a,18.0,16.0,
2017-18,397,Allan,NAP,c,m|c,9.0,16.0,
2017-18,2214,Kolarov,ROM,d,ds|e,12.0,16.0,
2017-18,247,Pavoletti,CAG,a,pc,12.0,15.0,
2017-18,250,Handanovic,INT,p,por,14.0,15.0,
2017-18,392,Koulibaly,NAP,d,dc,13.0,15.0,
2017-18,779,Cristante,ATA,c,m|c,8.0,15.0,
2017-18,788,Freuler,ATA,c,m|c,9.0,15.0,
2017-18,795,El Shaarawy,ROM,a,a,16.0,15.0,
2017-18,2179,Sirigu,TOR,p,por,9.0,15.0,
2017-18,15,Masiello,ATA,d,dd|dc,10.0,14.0,
2017-18,265,Brozovic,INT,c,c|t,9.0,14.0,
2017-18,350,Donnarumma G.,MIL,p,por,16.0,14.0,
2017-18,387,Reina,NAP,p,por,15.0,14.0,
2017-18,636,Pazzini,VER,a,pc,17.0,14.0,
2017-18,798,Skriniar,INT,d,dc,8.0,14.0,
2017-18,2209,Lucas Leiva,LAZ,c,m|c,10.0,14.0,
2017-18,111,Birsa,CHI,c,t,13.0,13.0,
2017-18,312,Mandzukic,JUV,a,a,17.0,13.0,
2017-18,332,Candreva,INT,c,w,15.0,13.0,
2017-18,388,Albiol,NAP,d,dc,9.0,13.0,
2017-18,413,Sorrentino,CHI,p,por,8.0,13.0,
2017-18,487,De Silvestri,TOR,d,dd|e,5.0,13.0,
2017-18,789,Trotta,CRO,a,pc,10.0,13.0,
2017-18,1996,De Paul,UDI,c,w|t,12.0,13.0,
2017-18,2155,Cutrone,MIL,a,pc,2.0,13.0,
2017-18,2215,Veretout,FIO,c,c|t,10.0,13.0,
2017-18,4,Sportiello,FIO,p,por,10.0,12.0,
2017-18,27,Grassi,SPA,c,c,6.0,12.0,
2017-18,218,Perin,GEN,p,por,8.0,12.0,
2017-18,237,Perotti,ROM,c,w|t,15.0,12.0,
2017-18,245,Pandev,GEN,a,a,7.0,12.0,
2017-18,278,Jovetic,INT,a,a,13.0,12.0,
2017-18,282,Buffon,JUV,p,por,17.0,12.0,
2017-18,316,Berisha,ATA,p,por,11.0,12.0,
2017-18,383,Petagna,ATA,a,pc,15.0,12.0,
2017-18,472,Destro,BOL,a,pc,17.0,12.0,
2017-18,606,Thereau,FIO,a,a,16.0,12.0,
2017-18,621,Romulo,VER,d,dd|e|m,9.0,12.0,
2017-18,642,Astori,FIO,d,dc,9.0,12.0,
2017-18,662,Alex Sandro,JUV,d,ds|e,14.0,12.0,
2017-18,1850,Kessie',MIL,c,m|c,12.0,12.0,
2017-18,1896,Martella,CRO,d,ds|e,5.0,12.0,
2017-18,2016,Fazio,ROM,d,dc,10.0,12.0,
2017-18,2201,Under,ROM,c,w,10.0,12.0,
2017-18,2288,N'koulou,TOR,d,dc,8.0,12.0,
2017-18,2306,Matuidi,JUV,c,m|c,16.0,12.0,
2017-18,2310,Cancelo,INT,d,dd|e,10.0,12.0,
2017-18,183,Babacar,SAS,a,pc,12.0,11.0,
2017-18,286,Bonucci,MIL,d,dc,14.0,11.0,
2017-18,338,Lulic,LAZ,c,e|c|w,12.0,11.0,
2017-18,342,Parolo,LAZ,c,c,12.0,11.0,
2017-18,459,Manolas,ROM,d,dc,12.0,11.0,
2017-18,509,Consigli,SAS,p,por,9.0,11.0,
2017-18,513,Acerbi,SAS,d,dc,13.0,11.0,
2017-18,697,Cuadrado,JUV,c,w,12.0,11.0,
2017-18,1891,Ceccherini,CRO,d,dd|dc,6.0,11.0,
2017-18,1934,Strakosha,LAZ,p,por,12.0,11.0,
2017-18,1939,Lapadula,GEN,a,pc,17.0,11.0,
2017-18,1972,Torreira,SAM,c,m|c,7.0,11.0,
2017-18,1987,Jankto,UDI,c,e|c,11.0,11.0,
2017-18,1997,Simy,CRO,a,pc,3.0,11.0,
2017-18,2012,Milik,NAP,a,pc,16.0,11.0,
2017-18,2172,Barak,UDI,c,c|t,1.0,11.0,
2017-18,2263,Lazzari,SPA,c,e,7.0,11.0,
2017-18,2287,Ramirez,SAM,c,w|t,14.0,11.0,
2017-18,22,De Roon,ATA,c,m|c,9.0,10.0,
2017-18,112,Castro,CHI,c,c|t,11.0,10.0,
2017-18,115,Hetemaj,CHI,c,e|m,6.0,10.0,
2017-18,126,Paloschi,SPA,a,pc,13.0,10.0,
2017-18,142,Mario Rui,NAP,d,ds|e,6.0,10.0,
2017-18,172,Borja Valero,INT,c,c|t,11.0,10.0,
2017-18,235,Laxalt,GEN,c,e,8.0,10.0,
2017-18,294,Rugani,JUV,d,dc,9.0,10.0,
2017-18,460,Romagnoli,MIL,d,dc,10.0,10.0,
2017-18,464,Florenzi,ROM,c,e|c|w,11.0,10.0,
2017-18,529,Missiroli,SAS,c,c|t,8.0,10.0,
2017-18,531,Berardi,SAS,a,a,18.0,10.0,
2017-18,532,Falcinelli,FIO,a,pc,20.0,10.0,
2017-18,556,Baselli,TOR,c,c,12.0,10.0,
2017-18,557,Benassi,FIO,c,c,9.0,10.0,
2017-18,695,Toloi,ATA,d,dc,7.0,10.0,
2017-18,713,Dzemaili,BOL,c,c|t,13.0,10.0,
2017-18,1889,Cordaz,CRO,p,por,7.0,10.0,
2017-18,1974,Schick,ROM,a,a,19.0,10.0,
2017-18,2065,Praet,SAM,c,c|t,9.0,10.0,
2017-18,2116,Farago',CAG,c,e|c,3.0,10.0,
2017-18,2178,Cragno,CAG,p,por,8.0,10.0,
2017-18,2188,Marusic,LAZ,c,e,6.0,10.0,
2017-18,2243,Ciciretti,BEN,c,w|t,10.0,10.0,
2017-18,2246,Ceravolo,BEN,a,pc,11.0,10.0,
2017-18,2649,Diabate',BEN,a,pc,6.0,10.0,
2017-18,41,Mirante,BOL,p,por,8.0,9.0,
2017-18,121,Stoian,CRO,c,w|a,7.0,9.0,
2017-18,140,Hysaj,NAP,d,dd|ds|e,8.0,9.0,
2017-18,253,D'ambrosio,INT,d,dd|ds|e,7.0,9.0,
2017-18,257,Miranda,INT,d,dc,10.0,9.0,
2017-18,280,Palacio,BOL,a,a,10.0,9.0,
2017-18,288,Chiellini,JUV,d,ds|dc,13.0,9.0,
2017-18,378,Cerci,VER,a,a,14.0,9.0,
2017-18,404,Jorginho,NAP,c,m|c,7.0,9.0,
2017-18,484,Viviano,SAM,p,por,10.0,9.0,
2017-18,492,Silvestre,SAM,d,dc,7.0,9.0,
2017-18,506,Eder,INT,a,a,12.0,9.0,
2017-18,530,Pellegrini Lo.,ROM,c,c,11.0,9.0,
2017-18,554,Zappacosta,TOR,d,dd|e,10.0,9.0,
2017-18,560,Obi,TOR,c,e|m,3.0,9.0,
2017-18,572,Meret,SPA,p,por,6.0,9.0,
2017-18,631,Viviani,SPA,c,m|c,7.0,9.0,
2017-18,706,Ansaldi,TOR,d,dd|ds|e,6.0,9.0,
2017-18,708,Felipe,SPA,d,dc,6.0,9.0,
2017-18,1847,Caldara,ATA,d,dc,15.0,9.0,
2017-18,1866,Ceppitelli,CAG,d,dc,4.0,9.0,
2017-18,1870,Barella,CAG,c,c|t,4.0,9.0,
2017-18,1874,Joao Pedro,CAG,c,t,15.0,9.0,
2017-18,1906,Nalini,CRO,c,w|a,8.0,9.0,
2017-18,1958,Caprari,SAM,a,a,13.0,9.0,
2017-18,2008,Linetty,SAM,c,c,7.0,9.0,
2017-18,2130,Hateboer,ATA,d,dd|e,6.0,9.0,
2017-18,2169,Rodriguez R.,MIL,d,ds|e,14.0,9.0,
2017-18,2175,Andre' Silva,MIL,a,pc,16.0,9.0,
2017-18,2198,Kownacki,SAM,a,pc,3.0,9.0,
2017-18,2283,Bajic,UDI,a,pc,15.0,9.0,
2017-18,2309,Pezzella Ger.,FIO,d,dc,9.0,9.0,
2017-18,2323,Nani,LAZ,a,a,16.0,9.0,
2017-18,2327,Stepinski,CHI,a,pc,4.0,9.0,
2017-18,2645,Guilherme,BEN,c,t|a,5.0,9.0,
2017-18,2646,Sandro,BEN,c,m|c,6.0,9.0,
2017-18,2719,Barrow,ATA,a,pc,1.0,9.0,
2017-18,28,Kurtic,SPA,c,c|t,10.0,8.0,
2017-18,95,Bizzarri,UDI,p,por,1.0,8.0,
2017-18,118,Radovanovic,CHI,c,m|c,5.0,8.0,
2017-18,150,Saponara,FIO,c,t,12.0,8.0,
2017-18,181,Vecino,INT,c,m|c,10.0,8.0,
2017-18,187,Rossi,GEN,a,pc,10.0,8.0,
2017-18,238,Rincon,TOR,c,m|c,6.0,8.0,
2017-18,259,Murillo,INT,d,dc,8.0,8.0,
2017-18,264,Bessa,GEN,c,c|t,8.0,8.0,
2017-18,287,Caceres,LAZ,d,dd|dc,7.0,8.0,
2017-18,301,Padoin,CAG,d,dd|e|m,6.0,8.0,
2017-18,331,Biglia,MIL,c,m|c,11.0,8.0,
2017-18,366,Bertolacci,GEN,c,c|t,9.0,8.0,
2017-18,374,Poli,BOL,c,m|c,7.0,8.0,
2017-18,382,Niang,TOR,a,a,11.0,8.0,
2017-18,440,Viola,BEN,c,c,4.0,8.0,
2017-18,470,Strootman,ROM,c,m|c,13.0,8.0,
2017-18,493,Zukanovic,GEN,d,ds|dc,6.0,8.0,
2017-18,588,Widmer,UDI,d,dd|e,8.0,8.0,
2017-18,644,Pulgar,BOL,c,m|c,4.0,8.0,
2017-18,722,Borriello,SPA,a,pc,22.0,8.0,
2017-18,780,Cionek,SPA,d,dc,3.0,8.0,
2017-18,1882,Sau,CAG,a,a,13.0,8.0,
2017-18,1901,Barberis,CRO,c,m|c,6.0,8.0,
2017-18,1931,Benatia,JUV,d,dc,11.0,8.0,
2017-18,1933,Mandragora,CRO,c,m|c,3.0,8.0,
2017-18,1999,Lukaku J.,LAZ,d,ds|e,5.0,8.0,
2017-18,2078,Joao Mario N.,INT,c,c|t,10.0,8.0,
2017-18,2160,Gosens,ATA,d,ds|e,2.0,8.0,
2017-18,2280,Nuytinck,UDI,d,dc,7.0,8.0,
2017-18,2315,Stryger Larsen,UDI,d,dd|e,4.0,8.0,
2017-18,2317,Brignola,BEN,a,a,1.0,8.0,
2017-18,2658,Medeiros,GEN,c,w|a,9.0,8.0,
2017-18,78,Spolli,GEN,d,dc,4.0,7.0,
2017-18,99,Cacciatore,CHI,d,dd|ds|e,6.0,7.0,
2017-18,101,Dainelli,CHI,d,dc,4.0,7.0,
2017-18,105,Gobbi,CHI,d,ds|e,6.0,7.0,
2017-18,169,Tomovic,CHI,d,dd|dc,4.0,7.0,
2017-18,170,Badelj,FIO,c,m|c,7.0,7.0,
2017-18,215,Verde,VER,a,a,7.0,7.0,
2017-18,222,Burdisso,TOR,d,dc,3.0,7.0,
2017-18,252,Biraghi,FIO,d,ds|e,5.0,7.0,
2017-18,275,Taider,BOL,c,c,9.0,7.0,
2017-18,333,Cataldi,BEN,c,m|c,5.0,7.0,
2017-18,357,Calabria,MIL,d,dd|e,4.0,7.0,
2017-18,463,De Rossi,ROM,c,m|c,9.0,7.0,
2017-18,526,Duncan,SAS,c,m|c,8.0,7.0,
2017-18,528,Magnanelli,SAS,c,m|c,7.0,7.0,
2017-18,578,Danilo Lar.,UDI,d,dc,7.0,7.0,
2017-18,581,Faraoni,CRO,d,dd|e,2.0,7.0,
2017-18,589,Badu,UDI,c,m|c,7.0,7.0,
2017-18,627,Ionita,CAG,c,c|t,10.0,7.0,
2017-18,702,Giaccherini,CHI,c,w|t,4.0,7.0,
2017-18,712,Lemina,JUV,c,m|c,7.0,7.0,
2017-18,809,Ninkovic,GEN,c,t|a,8.0,7.0,
2017-18,817,Costa F,SPA,d,ds|e,5.0,7.0,
2017-18,1857,Di Francesco F.,BOL,c,w|a,10.0,7.0,
2017-18,1879,Farias,CAG,a,a,13.0,7.0,
2017-18,1973,Budimir,CRO,a,pc,12.0,7.0,
2017-18,1986,Fofana,UDI,c,m|c,12.0,7.0,
2017-18,1995,Djuricic,BEN,c,t,3.0,7.0,
2017-18,2181,Palomino,ATA,d,dc,5.0,7.0,
2017-18,2187,Borini,MIL,a,a,8.0,7.0,
2017-18,2190,Coda M,BEN,a,pc,8.0,7.0,
2017-18,2205,Berenguer,TOR,c,w,9.0,7.0,
2017-18,2261,Vicari,SPA,d,dc,5.0,7.0,
2017-18,2265,Schiattarella,SPA,c,c,5.0,7.0,
2017-18,2271,Nicolas,VER,p,por,6.0,7.0,
2017-18,2273,Caracciolo A,VER,d,dc,5.0,7.0,
2017-18,2284,Caicedo,LAZ,a,pc,11.0,7.0,
2017-18,2290,Eysseric,FIO,c,w|t,13.0,7.0,
2017-18,2321,Armenteros,BEN,a,pc,12.0,7.0,
2017-18,2594,Lemos,SAS,d,dc,6.0,7.0,
2017-18,2720,Sagna,BEN,d,dd|e,3.0,7.0,
2017-18,20,Cigarini,CAG,c,m|c,7.0,6.0,
2017-18,21,D'alessandro,BEN,c,w,7.0,6.0,
2017-18,49,Masina,BOL,d,ds|e,7.0,6.0,
2017-18,74,Letizia,BEN,d,dd|ds|e,6.0,6.0,
2017-18,106,Mattiello,SPA,d,dd|ds|e,4.0,6.0,
2017-18,224,De Maio,BOL,d,dc,5.0,6.0,
2017-18,236,Lazovic,GEN,c,e,8.0,6.0,
2017-18,270,Kondogbia,INT,c,m|c,7.0,6.0,
2017-18,285,Barzagli,JUV,d,dc,7.0,6.0,
2017-18,300,Marchisio,JUV,c,m|c,9.0,6.0,
2017-18,329,Radu,LAZ,d,ds|dc,7.0,6.0,
2017-18,433,Hiljemark,GEN,c,c,5.0,6.0,
2017-18,453,Szczesny,JUV,p,por,1.0,6.0,
2017-18,483,Puggioni,BEN,p,por,1.0,6.0,
2017-18,552,Moretti,TOR,d,ds|dc,4.0,6.0,
2017-18,566,Maxi Lopez,UDI,a,pc,3.0,6.0,
2017-18,643,Defrel,ROM,a,a,16.0,6.0,
2017-18,669,Donsah,BOL,c,m|c,5.0,6.0,
2017-18,787,Djimsiti,BEN,d,dc,2.0,6.0,
2017-18,790,Samir,UDI,d,ds|dc,8.0,6.0,
2017-18,801,Gagliardini,INT,c,m|c,11.0,6.0,
2017-18,1865,Capuano,CRO,d,ds|dc,3.0,6.0,
2017-18,1895,Ferrari G.,SAM,d,dc,6.0,6.0,
2017-18,1981,Boye',TOR,a,a,9.0,6.0,
2017-18,2062,Bastos,LAZ,d,dc,4.0,6.0,
2017-18,2072,Bastien,CHI,c,c,4.0,6.0,
2017-18,2083,Biraschi,GEN,d,dd|dc,5.0,6.0,
2017-18,2104,Bereszynski,SAM,d,dd|e,4.0,6.0,
2017-18,2163,Cornelius,ATA,a,pc,11.0,6.0,
2017-18,2165,Vitor Hugo,FIO,d,dc,8.0,6.0,
2017-18,2197,Castagne,ATA,d,dd|e,6.0,6.0,
2017-18,2199,Zuculini B,VER,c,m|c,7.0,6.0,
2017-18,2274,Valoti,VER,c,c|t,6.0,6.0,
2017-18,2302,Behrami,UDI,c,e|m,6.0,6.0,
2017-18,2325,Karamoh,INT,a,a,8.0,6.0,
2017-18,2653,Lykogiannis,CAG,d,ds|e,3.0,6.0,
2017-18,2659,Dabo,FIO,c,m|c,5.0,6.0,
2017-18,45,Ferrari A.,VER,d,dd|dc,6.0,5.0,
2017-18,48,Maietta,BOL,d,dc,5.0,5.0,
2017-18,50,Mbaye,BOL,d,dd|ds|e,4.0,5.0,
2017-18,54,Rossettini,GEN,d,dd|dc,6.0,5.0,
2017-18,58,Diawara,NAP,c,m|c,7.0,5.0,
2017-18,156,Pucciarelli,CHI,a,a,9.0,5.0,
2017-18,251,Andreolli,CAG,d,dc,8.0,5.0,
2017-18,256,Juan Jesus,ROM,d,ds|dc,6.0,5.0,
2017-18,261,Ranocchia,INT,d,dc,2.0,5.0,
2017-18,272,Medel,INT,c,m|c,5.0,5.0,
2017-18,281,Puscas,BEN,a,pc,7.0,5.0,
2017-18,292,Lichtsteiner,JUV,d,dd|e,9.0,5.0,
2017-18,295,Asamoah,JUV,d,ds|e,5.0,5.0,
2017-18,353,Abate,MIL,d,dd|e,4.0,5.0,
2017-18,358,De Sciglio,JUV,d,dd|ds|e,6.0,5.0,
2017-18,365,Zapata C.,MIL,d,dc,4.0,5.0,
2017-18,380,Matri,SAS,a,pc,10.0,5.0,
2017-18,390,Ghoulam,NAP,d,ds|e,9.0,5.0,
2017-18,428,Benali,CRO,c,c|t,5.0,5.0,
2017-18,438,Rigoni L,GEN,c,c|t,7.0,5.0,
2017-18,494,Barreto,SAM,c,m|c,7.0,5.0,
2017-18,516,Cannavaro,SAS,d,dc,6.0,5.0,
2017-18,521,Peluso,SAS,d,ds|dc,7.0,5.0,
2017-18,533,Floccari,SPA,a,pc,5.0,5.0,
2017-18,540,Gomis A.,SPA,p,por,1.0,5.0,
2017-18,546,Bruno Peres,ROM,d,dd|e,10.0,5.0,
2017-18,575,Adnan,UDI,d,ds|e,3.0,5.0,
2017-18,615,Helander,BOL,d,dc,3.0,5.0,
2017-18,626,Hallfredsson,UDI,c,m|c,7.0,5.0,
2017-18,778,Tumminello,CRO,a,pc,1.0,5.0,
2017-18,813,Balic,UDI,c,c|t,4.0,5.0,
2017-18,824,Adjapong,SAS,d,dd|e,3.0,5.0,
2017-18,1839,Edera,TOR,a,a,1.0,5.0,
2017-18,1852,Spinazzola,ATA,c,e,8.0,5.0,
2017-18,1859,Nagy,BOL,c,m|c,7.0,5.0,
2017-18,1869,Pisacane,CAG,d,dd|ds|dc,6.0,5.0,
2017-18,1898,Sampirisi,CRO,d,dd|ds|e,5.0,5.0,
2017-18,1952,Zampano,UDI,d,dd|ds|e,4.0,5.0,
2017-18,1967,Gerson,ROM,c,c|t,3.0,5.0,
2017-18,1978,Sensi,SAS,c,m|c,6.0,5.0,
2017-18,1982,Parigini,BEN,a,a,3.0,5.0,
2017-18,2006,Lirola,SAS,d,dd|e,6.0,5.0,
2017-18,2011,Miguel Veloso,GEN,c,m|c,7.0,5.0,
2017-18,2013,Ricci F.,CRO,a,a,4.0,5.0,
2017-18,2073,Ragusa,SAS,a,a,9.0,5.0,
2017-18,2082,Barbosa,INT,a,a,5.0,5.0,
2017-18,2086,Iemmello,BEN,a,pc,8.0,5.0,
2017-18,2097,Kean,VER,a,pc,3.0,5.0,
2017-18,2111,Taarabt,GEN,c,t|a,6.0,5.0,
2017-18,2114,Petkovic,VER,a,pc,3.0,5.0,
2017-18,2141,Depaoli,CHI,d,dd|e|m,1.0,5.0,
2017-18,2164,Milenkovic,FIO,d,dc,3.0,5.0,
2017-18,2193,Gonalons,ROM,c,m|c,6.0,5.0,
2017-18,2264,Mora,SPA,c,e|c,6.0,5.0,
2017-18,2275,Luppi,VER,a,a,5.0,5.0,
2017-18,2279,Romagna,CAG,d,dc,3.0,5.0,
2017-18,2292,Centurion,GEN,c,w|a,11.0,5.0,
2017-18,2301,Gil Dias,FIO,c,w|a,7.0,5.0,
2017-18,2656,Vukovic,VER,d,dc,3.0,5.0,
2017-18,2662,Tosca,BEN,d,ds|dc,4.0,5.0,
2017-18,61,Zuculini F,VER,c,m|c,3.0,4.0,
2017-18,76,Romagnoli S.,BOL,d,dc,2.0,4.0,
2017-18,104,Gamberini,CHI,d,dc,7.0,4.0,
2017-18,127,Pellissier,CHI,a,pc,9.0,4.0,
2017-18,141,Laurini,FIO,d,dd|e,3.0,4.0,
2017-18,176,Fernandez M,FIO,c,c|t,4.0,4.0,
2017-18,226,Izzo,GEN,d,dd|dc,7.0,4.0,
2017-18,260,Nagatomo,INT,d,dd|ds|e,4.0,4.0,
2017-18,324,Hoedt,LAZ,d,dc,5.0,4.0,
2017-18,372,Montolivo,MIL,c,m|c,4.0,4.0,
2017-18,418,Goldaniga,SAS,d,dc,6.0,4.0,
2017-18,419,Gonzalez G,BOL,d,dc,5.0,4.0,
2017-18,455,Castan,CAG,d,dc,1.0,4.0,
2017-18,477,Iturbe,ROM,a,a,5.0,4.0,
2017-18,517,Dell'orco,SAS,d,ds|dc,3.0,4.0,
2017-18,551,Molinaro,TOR,d,ds|e,4.0,4.0,
2017-18,555,Acquah,TOR,c,m|c,5.0,4.0,
2017-18,594,Kone,UDI,c,c|t,4.0,4.0,
2017-18,605,Perica,UDI,a,pc,10.0,4.0,
2017-18,610,Gollini,ATA,p,por,1.0,4.0,
2017-18,729,Pereira P.,GEN,d,dd|e,5.0,4.0,
2017-18,765,Ajeti,CRO,d,dc,3.0,4.0,
2017-18,775,Alvarez R,SAM,c,t,8.0,4.0,
2017-18,827,Locatelli,MIL,c,m|c,3.0,4.0,
2017-18,1868,Murru,SAM,d,ds|e,7.0,4.0,
2017-18,1871,Deiola,CAG,c,m|c,2.0,4.0,
2017-18,1878,Cop,CAG,a,pc,3.0,4.0,
2017-18,1976,Mazzitelli,SAS,c,m|c,4.0,4.0,
2017-18,2014,Rohden,CRO,c,e|m,7.0,4.0,
2017-18,2037,Miangue,CAG,d,ds|e,6.0,4.0,
2017-18,2058,Sanchez C,FIO,c,m|c,4.0,4.0,
2017-18,2100,Okwonkwo,BOL,a,a,1.0,4.0,
2017-18,2167,Orsolini,BOL,a,w|a,7.0,4.0,
2017-18,2174,Venuti,BEN,d,dd|e,4.0,4.0,
2017-18,2176,Hector Moreno,ROM,d,dc,8.0,4.0,
2017-18,2177,Gaspar B,FIO,d,dd|e,7.0,4.0,
2017-18,2183,Garritano,CHI,c,c|w|t,4.0,4.0,
2017-18,2196,Galabinov,GEN,a,pc,4.0,4.0,
2017-18,2210,Falletti,BOL,c,t,5.0,4.0,
2017-18,2262,Arini,SPA,c,m|c,4.0,4.0,
2017-18,2285,Bani,CHI,d,dd|dc,2.0,4.0,
2017-18,2286,Crociata,CRO,c,c|t,2.0,4.0,
2017-18,2289,Dalbert,INT,d,ds|e,9.0,4.0,
2017-18,2318,Rogerio,SAS,d,ds|e,3.0,4.0,
2017-18,2319,Van Der Wiel,CAG,d,dd|e,7.0,4.0,
2017-18,2320,Andersen,SAM,d,dc,3.0,4.0,
2017-18,2322,Howedes,JUV,d,dd|dc,10.0,4.0,
2017-18,2324,Lee,VER,a,a,4.0,4.0,
2017-18,2335,Luiz Felipe,LAZ,d,dc,1.0,4.0,
2017-18,2642,Calvano,VER,c,m|c,1.0,4.0,
2017-18,2652,Everton Luiz,SPA,c,m|c,4.0,4.0,
2017-18,2661,Aarons,VER,c,w,5.0,4.0,
2017-18,11,Conti,MIL,d,dd|e,13.0,3.0,
2017-18,47,Gastaldello,BOL,d,dc,4.0,3.0,
2017-18,60,Rizzo,ATA,c,e|c,5.0,3.0,
2017-18,92,Matos,VER,a,a,3.0,3.0,
2017-18,119,Rigoni N,CHI,c,m|c,3.0,3.0,
2017-18,137,Camporese,BEN,d,dc,3.0,3.0,
2017-18,144,Tonelli,NAP,d,dc,4.0,3.0,
2017-18,198,Rosi,GEN,d,dd|e,3.0,3.0,
2017-18,202,Chibsah,BEN,c,m|c,5.0,3.0,
2017-18,232,Cofie,GEN,c,m|c,1.0,3.0,
2017-18,262,Santon,INT,d,dd|ds|e,3.0,3.0,
2017-18,319,Basta,LAZ,d,dd|e,6.0,3.0,
2017-18,327,Patric,LAZ,d,dd|ds|e,2.0,3.0,
2017-18,337,Kishna,LAZ,a,w|a,3.0,3.0,
2017-18,394,Maggio,NAP,d,dd|e,3.0,3.0,
2017-18,395,Strinic,SAM,d,ds|e,2.0,3.0,
