stagione,player_id,nome_giocatore,squadra_sigla,ruolo_classic,ruolo_mantra,quotazione_iniziale,quotazione_attuale,fvm
2021-22,5528,Zovko,SPE,p,por,1.0,3.0,
2021-22,5804,Cacace,EMP,d,ds|e,2.0,3.0,
2021-22,5813,Miretti,JUV,c,c|t,1.0,3.0,
2021-22,3,Radunovic,CAG,p,por,1.0,2.0,
2021-22,15,Masiello,GEN,d,dd|dc,4.0,2.0,
2021-22,73,Gagliolo,SAL,d,ds|dc,5.0,2.0,
2021-22,144,Tonelli,EMP,d,dc,5.0,2.0,
2021-22,173,Capezzi,SAL,c,m|c,4.0,2.0,
2021-22,218,Perin,JUV,p,por,1.0,2.0,
2021-22,261,Ranocchia,INT,d,dc,2.0,2.0,
2021-22,315,Zaza,TOR,a,pc,11.0,2.0,
2021-22,329,Radu,LAZ,d,ds|dc,5.0,2.0,
2021-22,390,Ghoulam,NAP,d,ds|e,2.0,2.0,
2021-22,418,Goldaniga,CAG,d,dc,5.0,2.0,
2021-22,440,Viola,BOL,c,c,3.0,2.0,
2021-22,459,Manolas,NAP,d,dc,9.0,2.0,
2021-22,528,Magnanelli,SAS,c,m,2.0,2.0,
2021-22,600,Verre,EMP,c,c|t,8.0,2.0,
2021-22,644,Pulgar,FIO,c,m|c,8.0,2.0,
2021-22,758,Mantovani,SAL,d,dc,2.0,2.0,
2021-22,791,Sabelli,GEN,d,dd|e,6.0,2.0,
2021-22,805,Fiamozzi,EMP,d,dd|e,3.0,2.0,
2021-22,2008,Linetty,TOR,c,c,6.0,2.0,
2021-22,2116,Farago',CAG,d,dd|e,3.0,2.0,
2021-22,2195,Ounas,NAP,a,a,7.0,2.0,
2021-22,2206,Felicioli,VEN,d,ds|e,2.0,2.0,
2021-22,2286,Crociata,EMP,c,c|t,1.0,2.0,
2021-22,2302,Behrami,GEN,c,m,4.0,2.0,
2021-22,2304,Salcedo E.,SPE,a,pc,4.0,2.0,
2021-22,2328,Vanheusden,GEN,d,dc,6.0,2.0,
2021-22,2453,Nastasic,FIO,d,dc,7.0,2.0,
2021-22,2472,Ramsey,JUV,c,t,8.0,2.0,
2021-22,2639,Bakayoko,MIL,c,m,5.0,2.0,
2021-22,2668,Retsos,VER,d,dd|ds|dc,4.0,2.0,
2021-22,2692,Castillejo,MIL,c,w,6.0,2.0,
2021-22,2743,Santander,BOL,a,pc,4.0,2.0,
2021-22,2750,Mraz,SPE,a,pc,1.0,2.0,
2021-22,2769,Magnani,SAM,d,dc,5.0,2.0,
2021-22,4323,Zeegelaar,UDI,d,ds|e,7.0,2.0,
2021-22,4373,Mateju,VEN,d,dd|ds|e,3.0,2.0,
2021-22,4374,Walukiewicz,CAG,d,dc,6.0,2.0,
2021-22,4375,Terzic,FIO,d,ds|e,2.0,2.0,
2021-22,4385,Lazaro,INT,c,e|w,2.0,2.0,
2021-22,4389,Anderson A.,LAZ,c,t,1.0,2.0,
2021-22,4403,Chabot,SAM,d,dc,4.0,2.0,
2021-22,4414,Denswil,BOL,d,ds|dc,2.0,2.0,
2021-22,4423,Hernani,GEN,c,m|c,6.0,2.0,
2021-22,4494,Empereur,VER,d,ds|dc,2.0,2.0,
2021-22,4881,Czyborra,GEN,d,ds|e,6.0,2.0,
2021-22,4921,Askildsen,SAM,c,c,1.0,2.0,
2021-22,4945,Calafiori,GEN,d,ds|e,2.0,2.0,
2021-22,4946,Frabotta,VER,d,ds|e,2.0,2.0,
2021-22,4985,Vignali,SPE,d,dd|e,3.0,2.0,
2021-22,5005,Zoet,SPE,p,por,7.0,2.0,
2021-22,5010,Ismajli,EMP,d,dc,6.0,2.0,
2021-22,5060,Ake' M.,JUV,a,a,1.0,2.0,
2021-22,5360,Vergani,SAL,a,pc,1.0,2.0,
2021-22,5423,Bove,ROM,c,c,1.0,2.0,
2021-22,5439,Kallon,GEN,a,a,2.0,2.0,
2021-22,5445,Binks,BOL,d,dc,1.0,2.0,
2021-22,5456,Ferrarini,FIO,d,dd|e,2.0,2.0,
2021-22,5460,Satriano,INT,a,pc,5.0,2.0,
2021-22,5461,Kamenovic,LAZ,d,ds|e,1.0,2.0,
2021-22,5463,Aya,SAL,d,dc,2.0,2.0,
2021-22,5464,Bogdan,SAL,d,dc,4.0,2.0,
2021-22,5466,Strandberg,SAL,d,dc,3.0,2.0,
2021-22,5477,Warming,TOR,a,a,1.0,2.0,
2021-22,5482,Modolo,VEN,d,dc,4.0,2.0,
2021-22,5487,Heymans,VEN,c,w|t,8.0,2.0,
2021-22,5492,Tessmann,VEN,c,m|c,5.0,2.0,
2021-22,5501,Sigurdsson A.,VEN,c,w|t,9.0,2.0,
2021-22,5503,Kechrida,SAL,d,dd|e,1.0,2.0,
2021-22,5510,Romero L.,LAZ,c,w|t,1.0,2.0,
2021-22,5524,Serpe,GEN,d,dc,1.0,2.0,
2021-22,5525,Galazzi,VEN,a,a,1.0,2.0,
2021-22,5678,Holm,SPE,d,dd|e,2.0,2.0,
2021-22,5688,Harroui,SAS,c,m|c,3.0,2.0,
2021-22,5690,Strelec,SPE,a,pc,3.0,2.0,
2021-22,5716,Podgoreanu,SPE,a,a,1.0,2.0,
2021-22,5722,Nguiamba,SPE,c,m|c,1.0,2.0,
2021-22,5747,Ruan,SAS,d,dc,3.0,2.0,
2021-22,5764,Coppola D.,VER,d,dc,1.0,2.0,
2021-22,5776,Ceide,SAS,a,w|a,3.0,2.0,
2021-22,5793,Kasius,BOL,d,dd|e,1.0,2.0,
2021-22,5806,Seck,TOR,a,w|a,2.0,2.0,
2021-22,5814,Cisse',ATA,a,pc,1.0,2.0,
2021-22,41,Mirante,MIL,p,por,1.0,1.0,
2021-22,42,Sarr M.,BOL,p,por,1.0,1.0,
2021-22,50,Mbaye,BOL,d,dd|ds|e,4.0,1.0,
2021-22,58,Diawara,ROM,c,m|c,5.0,1.0,
2021-22,158,Lezzerini,VEN,p,por,5.0,1.0,
2021-22,160,Tatarusanu,MIL,p,por,1.0,1.0,
2021-22,220,Ujkani,EMP,p,por,1.0,1.0,
2021-22,224,De Maio,UDI,d,dc,3.0,1.0,
2021-22,244,Ghiglione,GEN,d,dd|e,4.0,1.0,
2021-22,318,Marchetti,GEN,p,por,1.0,1.0,
2021-22,400,Dezi,VEN,c,c|t,2.0,1.0,
2021-22,454,Capradossi,SPE,d,dc,1.0,1.0,
2021-22,470,Strootman,CAG,c,m|c,11.0,1.0,
2021-22,481,Brignoli,EMP,p,por,1.0,1.0,
2021-22,510,Pegolo,SAS,p,por,1.0,1.0,
2021-22,521,Peluso,SAS,d,ds|dc,3.0,1.0,
2021-22,532,Falcinelli,BOL,a,pc,1.0,1.0,
2021-22,551,Molinaro,VEN,d,ds|e,2.0,1.0,
2021-22,574,Scuffet,UDI,p,por,1.0,1.0,
2021-22,1839,Edera,TOR,a,w|a,3.0,1.0,
2021-22,1843,Radu I.,INT,p,por,1.0,1.0,
2021-22,1889,Cordaz,INT,p,por,1.0,1.0,
2021-22,1946,Aresti,CAG,p,por,1.0,1.0,
2021-22,1947,Fiorillo,SAL,p,por,1.0,1.0,
2021-22,2064,Veseli,SAL,d,dd|ds|dc,4.0,1.0,
2021-22,2073,Ragusa,VER,a,a,1.0,1.0,
2021-22,2091,Plizzari,MIL,p,por,1.0,1.0,
2021-22,2115,Delli Carri,SAL,d,dc,1.0,1.0,
2021-22,2127,Satalino,SAS,p,por,1.0,1.0,
2021-22,2208,Jaroszynski,SAL,d,ds|e,5.0,1.0,
2021-22,2213,Cassata,GEN,c,m|c,2.0,1.0,
2021-22,2214,Kolarov,INT,d,ds|dc,3.0,1.0,
2021-22,2249,Santurro,UDI,p,por,1.0,1.0,
2021-22,2252,Marchizza,EMP,d,ds|dc,5.0,1.0,
2021-22,2279,Romagna,SAS,d,dc,1.0,1.0,
2021-22,2297,Rossi F.,ATA,p,por,1.0,1.0,
2021-22,2315,Stryger Larsen,UDI,d,dd|e,7.0,1.0,
2021-22,2628,Romero S.,VEN,p,por,5.0,1.0,
2021-22,2654,Ceter,CAG,a,pc,2.0,1.0,
2021-22,2745,Calabresi,BOL,d,dd|dc,1.0,1.0,
2021-22,2781,Fuzato,ROM,p,por,1.0,1.0,
2021-22,2790,Rosati,FIO,p,por,1.0,1.0,
2021-22,2793,Opoku,UDI,d,dc,1.0,1.0,
2021-22,2835,Kingsley,BOL,c,m|c,1.0,1.0,
2021-22,2838,Imperiale,EMP,d,ds|e,1.0,1.0,
2021-22,2845,Contini,NAP,p,por,1.0,1.0,
2021-22,2860,Malcuit,NAP,d,dd|e,3.0,1.0,
2021-22,4327,Oliva,CAG,c,m,2.0,1.0,
2021-22,4366,Armini,LAZ,d,dd|ds|dc,1.0,1.0,
2021-22,4397,Vavro,LAZ,d,dc,2.0,1.0,
2021-22,4401,Gabbia,MIL,d,dc,1.0,1.0,
2021-22,4406,Tripaldelli,CAG,d,ds|e,1.0,1.0,
2021-22,4435,Colley E.,SPE,a,a,4.0,1.0,
2021-22,4441,Andrenacci,GEN,p,por,1.0,1.0,
2021-22,4453,Torregrossa,SAM,a,pc,7.0,1.0,
2021-22,4465,Fagioli,JUV,c,c|t,1.0,1.0,
2021-22,4483,Cangiano,BOL,a,a,1.0,1.0,
2021-22,4491,Berardi A.,VER,p,por,1.0,1.0,
2021-22,4493,Dawidowicz,VER,d,dc,6.0,1.0,
2021-22,4501,Obiang,SAS,c,m|c,4.0,1.0,
2021-22,4519,Cetin,VER,d,dc,2.0,1.0,
2021-22,4525,Gemello,TOR,p,por,1.0,1.0,
2021-22,4758,Benkovic,UDI,d,dc,4.0,1.0,
2021-22,4867,Turati,SAS,p,por,1.0,1.0,
2021-22,4885,Villar,ROM,c,m|c,5.0,1.0,
2021-22,4896,Maldini,MIL,c,t|a,1.0,1.0,
2021-22,4919,Baldursson,BOL,c,c|t,1.0,1.0,
2021-22,4932,Ballarini,UDI,d,dd|e|m,1.0,1.0,
2021-22,4935,Ladinetti,CAG,c,m|c,1.0,1.0,
2021-22,4936,Manzari,SAS,a,a,1.0,1.0,
2021-22,4938,Moro,LAZ,a,a,3.0,1.0,
2021-22,4940,Gagliano,CAG,a,pc,1.0,1.0,
2021-22,4950,Dalle Mura,FIO,d,dc,1.0,1.0,
2021-22,4953,Palumbo,JUV,c,c,1.0,1.0,
2021-22,4975,Escalante,LAZ,c,m|c,3.0,1.0,
2021-22,4977,Ravaglia,SAM,p,por,1.0,1.0,
2021-22,4981,Krapikas,SPE,p,por,1.0,1.0,
2021-22,4984,Ramos,SPE,d,ds|e,1.0,1.0,
2021-22,4995,Segre,TOR,c,c,1.0,1.0,
2021-22,4996,Pandur,VER,p,por,1.0,1.0,
2021-22,4997,Ruegg,VER,d,dd|e,2.0,1.0,
2021-22,5012,Muriqi,LAZ,a,pc,4.0,1.0,
2021-22,5017,Ballo-Toure',MIL,d,ds|e,5.0,1.0,
2021-22,5286,Akpa Akpro,LAZ,c,m|c,3.0,1.0,
2021-22,5304,Boer,ROM,p,por,1.0,1.0,
2021-22,5306,Alia,LAZ,p,por,1.0,1.0,
2021-22,5312,Leo' Sena,SPE,c,m|c,6.0,1.0,
2021-22,5316,Amione,VER,d,ds|dc,1.0,1.0,
2021-22,5333,Gasparini,UDI,p,por,1.0,1.0,
2021-22,5346,Rojas,BOL,c,w|t,1.0,1.0,
2021-22,5378,Oddei,SAS,a,a,1.0,1.0,
2021-22,5391,Kokorin,FIO,a,pc,5.0,1.0,
2021-22,5398,Reynolds,ROM,d,dd|e,3.0,1.0,
2021-22,5420,Darboe,ROM,c,m|c,2.0,1.0,
2021-22,5444,Cortinovis,ATA,c,t,1.0,1.0,
2021-22,5446,Van Hooijdonk,BOL,a,pc,2.0,1.0,
2021-22,5448,Furlan,EMP,p,por,1.0,1.0,
2021-22,5452,Damiani,EMP,c,m|c,1.0,1.0,
2021-22,5455,Moreo,EMP,a,pc,1.0,1.0,
2021-22,5458,Munteanu,FIO,a,pc,1.0,1.0,
2021-22,5459,Buksa,GEN,a,pc,1.0,1.0,
2021-22,5465,Sy,SAL,d,ds|e,1.0,1.0,
2021-22,5467,Boultam,SAL,c,c|t,1.0,1.0,
2021-22,5469,Di Tacchio,SAL,c,m|c,4.0,1.0,
2021-22,5472,Kristoffersen,SAL,a,pc,1.0,1.0,
2021-22,5473,Kaique Rocha,SAM,d,dd|dc,1.0,1.0,
2021-22,5476,Kornvig,SPE,c,c,1.0,1.0,
2021-22,5483,Schnegg,VEN,d,ds|e,6.0,1.0,
2021-22,5485,Bjarkason,VEN,c,w|t|a,1.0,1.0,
2021-22,5489,Pecile,VEN,c,m,1.0,1.0,
2021-22,5493,Bocalon,VEN,a,pc,1.0,1.0,
2021-22,5502,Adamonis,LAZ,p,por,1.0,1.0,
2021-22,5505,Kaio Jorge,JUV,a,pc,5.0,1.0,
2021-22,5512,De Luca,SAM,a,pc,1.0,1.0,
2021-22,5516,Bianco,FIO,c,m|c,1.0,1.0,
2021-22,5517,Yepes,SAM,c,m,1.0,1.0,
2021-22,5518,Marfella,NAP,p,por,1.0,1.0,
2021-22,5519,Sher,SPE,c,m|c,1.0,1.0,
2021-22,5521,Bertinato,VEN,p,por,1.0,1.0,
2021-22,5682,Molla,BOL,p,por,1.0,1.0,
2021-22,5684,Toure' A.,GEN,c,m,5.0,1.0,
2021-22,5689,Ihattaren,SAM,c,w|t,4.0,1.0,
2021-22,5701,Obert,CAG,d,dc,1.0,1.0,
2021-22,5704,Russo,SAL,p,por,1.0,1.0,
2021-22,5707,Piana,UDI,p,por,1.0,1.0,
2021-22,5713,Neri,VEN,p,por,1.0,1.0,
2021-22,5725,Kone B.,TOR,c,w|t,1.0,1.0,
2021-22,5735,Volpato,ROM,c,t,1.0,1.0,
2021-22,5739,De Winter,JUV,d,dd|dc,1.0,1.0,
2021-22,5773,Ullmann,VEN,d,ds|e,3.0,1.0,
2021-22,5785,Lazetic,MIL,a,pc,4.0,1.0,
2021-22,5789,Praszelik,VER,c,t,2.0,1.0,
2021-22,5820,Bertola,SPE,d,dc,1.0,1.0,
2022-23,4661,Osimhen,NAP,a,pc,35.0,44.0,496.0
2022-23,2764,Martinez L.,INT,a,pc,34.0,36.0,412.0
2022-23,309,Dybala,ROM,a,a,29.0,33.0,259.0
2022-23,531,Berardi,SAS,a,a,35.0,33.0,249.0
2022-23,5839,Kvaratskhelia,NAP,c,w|a,18.0,33.0,238.0
2022-23,4510,Leao,MIL,a,a,31.0,32.0,268.0
2022-23,4730,Lookman,ATA,a,w|a,13.0,31.0,117.0
2022-23,5672,Dia,SAL,a,pc,17.0,30.0,181.0
2022-23,479,Sanabria,TOR,a,pc,21.0,28.0,133.0
2022-23,632,Zaccagni,LAZ,c,w|a,20.0,28.0,180.0
2022-23,785,Immobile,LAZ,a,pc,42.0,28.0,237.0
2022-23,2137,Scamacca,SAS,a,pc,28.0,28.0,0.0
2022-23,2531,Lukaku,INT,a,pc,39.0,28.0,252.0
2022-23,4200,Giroud,MIL,a,pc,28.0,26.0,176.0
2022-23,5336,Nzola,SPE,a,pc,14.0,26.0,146.0
2022-23,645,MILINKOVIC-SAVIC,LAZ,c,c|t,29.0,25.0,193.0
2022-23,4268,Arnautovic,BOL,a,pc,27.0,25.0,66.0
2022-23,335,Felipe Anderson,LAZ,c,w|a,19.0,23.0,96.0
2022-23,795,El Shaarawy,ROM,c,w|a,9.0,23.0,44.0
2022-23,2379,Rabiot,JUV,c,c,7.0,23.0,78.0
2022-23,2841,Vlahovic,JUV,a,pc,40.0,23.0,132.0
2022-23,5786,Cabral,FIO,a,pc,19.0,23.0,90.0
2022-23,6060,Lauriente',SAS,a,a,14.0,23.0,72.0
2022-23,647,DZEKO,INT,a,pc,16.0,22.0,48.0
2022-23,2085,Luis Alberto,LAZ,c,t,18.0,22.0,88.0
2022-23,2167,Orsolini,BOL,c,w|a,15.0,22.0,92.0
2022-23,4486,Strefezza,LEC,c,w,13.0,22.0,78.0
2022-23,5685,Koopmeiners,ATA,c,c|t,15.0,22.0,70.0
2022-23,6052,Hojlund,ATA,a,pc,8.0,22.0,126.0
2022-23,1870,Barella,INT,c,c,20.0,21.0,73.0
2022-23,5687,Vlasic,TOR,c,w|t,15.0,21.0,68.0
2022-23,5694,Beto,UDI,a,pc,24.0,21.0,68.0
2022-23,152,Zielinski,NAP,c,c|t,19.0,20.0,61.0
2022-23,302,Pereyra,UDI,c,w|t,18.0,20.0,64.0
2022-23,332,Candreva,SAL,c,w,17.0,20.0,62.0
2022-23,2544,Abraham,ROM,a,pc,33.0,20.0,78.0
2022-23,2848,Frattesi,SAS,c,c,16.0,20.0,68.0
2022-23,4436,Cambiaghi,EMP,a,a,6.0,20.0,24.0
2022-23,4825,Diaz B.,MIL,c,w|t,11.0,20.0,54.0
2022-23,5001,Miranchuk,TOR,c,t|a,8.0,20.0,42.0
2022-23,5858,Ferguson,BOL,c,c|t,5.0,20.0,54.0
2022-23,5880,Ciurria,MON,c,t|a,3.0,20.0,34.0
2022-23,212,CIOFANI D.,CRE,a,pc,1.0,19.0,18.0
2022-23,236,Lazovic,VER,c,e|w,13.0,19.0,41.0
2022-23,2012,Milik,JUV,a,pc,21.0,19.0,51.0
2022-23,2194,Calhanoglu,INT,c,t,19.0,19.0,61.0
2022-23,2382,DI MARIA,JUV,a,a,26.0,19.0,46.0
2022-23,4479,Elmas,NAP,c,c|t,11.0,19.0,38.0
2022-23,5850,Lovric,UDI,c,c|t,6.0,19.0,58.0
2022-23,5877,Carlos Augusto,MON,d,ds|e,8.0,19.0,58.0
2022-23,254,Dimarco,INT,d,ds|dc|e,8.0,18.0,53.0
2022-23,2775,Ruiz,NAP,c,c|t,19.0,18.0,0.0
2022-23,2832,Boga,ATA,a,w|a,13.0,18.0,13.0
2022-23,4179,Gonzalez N.,FIO,a,a,20.0,18.0,36.0
2022-23,4220,Zambo Anguissa,NAP,c,m|c,11.0,18.0,40.0
2022-23,5119,Samardzic,UDI,c,t,8.0,18.0,22.0
2022-23,6066,Posch,BOL,d,dd|dc,8.0,18.0,56.0
2022-23,572,Meret,NAP,p,por,14.0,17.0,71.0
2022-23,2061,Simeone,NAP,a,pc,25.0,17.0,27.0
2022-23,2489,Pedro,LAZ,a,a,19.0,17.0,40.0
2022-23,2814,Provedel,LAZ,p,por,7.0,17.0,78.0
2022-23,2816,Di Lorenzo,NAP,d,dd|e,15.0,17.0,67.0
2022-23,5823,Baldanzi,EMP,c,t|a,1.0,17.0,37.0
2022-23,367,Bonaventura,FIO,c,c|w|t,14.0,16.0,41.0
2022-23,554,Zappacosta,ATA,d,e,11.0,16.0,24.0
2022-23,608,Zapata D.,ATA,a,pc,32.0,16.0,62.0
2022-23,2741,Pessina,MON,c,c|t,13.0,16.0,43.0
2022-23,4237,Danilo,JUV,d,dd|ds|e,12.0,16.0,40.0
2022-23,4245,Smalling,ROM,d,dc,14.0,16.0,42.0
2022-23,4312,Maignan,MIL,p,por,18.0,16.0,62.0
2022-23,4449,Tonali,MIL,c,m|c,16.0,16.0,50.0
2022-23,4711,Kostic,JUV,c,e|w,15.0,16.0,64.0
2022-23,5836,Ceesay,LEC,a,pc,10.0,16.0,15.0
2022-23,5882,Mota,MON,a,pc,10.0,16.0,21.0
2022-23,265,BROZOVIC,INT,c,m|c,15.0,15.0,27.0
2022-23,376,Verdi,VER,c,w|t,13.0,15.0,22.0
2022-23,383,Petagna,MON,a,pc,15.0,15.0,22.0
2022-23,1958,Caprari,MON,a,a,26.0,15.0,34.0
2022-23,2002,Chiesa,JUV,c,w|a,25.0,15.0,35.0
2022-23,2325,Karamoh,TOR,a,a,4.0,15.0,17.0
2022-23,2762,Kouame',FIO,a,a,9.0,15.0,7.0
2022-23,4287,Lobotka,NAP,c,m|c,11.0,15.0,50.0
2022-23,4465,Fagioli,JUV,c,c|t,3.0,15.0,29.0
2022-23,4964,Vicario,EMP,p,por,9.0,15.0,27.0
2022-23,4998,Molina N.,UDI,d,e,15.0,15.0,0.0
2022-23,5892,Kim,NAP,d,dc,13.0,15.0,49.0
2022-23,407,GABBIADINI,SAM,a,a,15.0,14.0,20.0
2022-23,453,Szczesny,JUV,p,por,16.0,14.0,53.0
2022-23,460,Romagnoli,LAZ,d,dc,11.0,14.0,32.0
2022-23,537,Sansone,BOL,a,a,6.0,14.0,9.0
2022-23,2119,Deulofeu,UDI,a,a,24.0,14.0,8.0
2022-23,2719,Barrow,BOL,a,a,17.0,14.0,23.0
2022-23,4292,Hernandez T.,MIL,d,ds|e,20.0,14.0,59.0
2022-23,4427,Malinovskyi,ATA,c,t,22.0,14.0,0.0
2022-23,4517,Lozano,NAP,a,a,18.0,14.0,22.0
2022-23,4970,Messias,MIL,c,w,14.0,14.0,20.0
2022-23,5355,Udogie,UDI,d,ds|e,13.0,14.0,42.0
2022-23,5480,Ebuehi,EMP,d,dd|e,3.0,14.0,12.0
2022-23,5481,Mazzocchi,SAL,d,dd|e,7.0,14.0,28.0
2022-23,5515,Okereke,CRE,a,a,13.0,14.0,16.0
2022-23,5862,Valeri,CRE,d,ds|e,5.0,14.0,16.0
2022-23,5878,Colpani,MON,c,c|t,4.0,14.0,12.0
2022-23,6026,Dessers,CRE,a,pc,17.0,14.0,20.0
2022-23,133,Skorupski,BOL,p,por,11.0,13.0,32.0
2022-23,507,Muriel,ATA,a,pc,26.0,13.0,22.0
2022-23,530,Pellegrini Lo.,ROM,c,t,27.0,13.0,64.0
2022-23,536,Politano,NAP,c,w|a,15.0,13.0,28.0
2022-23,2077,Pasalic,ATA,c,t,22.0,13.0,40.0
2022-23,2134,Falcone,LEC,p,por,5.0,13.0,32.0
2022-23,2211,Silvestri,UDI,p,por,10.0,13.0,29.0
2022-23,2369,Thauvin,UDI,a,a,18.0,13.0,10.0
2022-23,2528,Matic,ROM,c,m,7.0,13.0,21.0
2022-23,2529,Mkhitaryan,INT,c,t|a,16.0,13.0,33.0
2022-23,2638,Wijnaldum,ROM,c,c|t,17.0,13.0,47.0
2022-23,2756,Piatek,SAL,a,pc,15.0,13.0,32.0
2022-23,2818,Bennacer,MIL,c,m|c,10.0,13.0,28.0
2022-23,2819,Caputo,EMP,a,pc,21.0,13.0,41.0
2022-23,4270,Rui Patricio,ROM,p,por,14.0,13.0,42.0
2022-23,4409,Rrahmani,NAP,d,dc,14.0,13.0,44.0
2022-23,4658,Ikone',FIO,c,w|a,14.0,13.0,30.0
2022-23,4869,Dominguez,BOL,c,m|c,8.0,13.0,33.0
2022-23,4978,Damsgaard,SAM,c,w|t,13.0,13.0,0.0
2022-23,5063,Radonjic,TOR,c,w,7.0,13.0,21.0
2022-23,5527,Zanoli,SAM,d,dd|e,3.0,13.0,20.0
2022-23,5851,Doig,VER,d,ds|e,6.0,13.0,24.0
2022-23,5876,Di Gregorio,MON,p,por,1.0,13.0,40.0
2022-23,6054,Moro N.,BOL,c,m|c,5.0,13.0,13.0
2022-23,22,De Roon,ATA,c,m,7.0,12.0,22.0
2022-23,150,Saponara,FIO,c,w|t,11.0,12.0,17.0
2022-23,303,Pogba,JUV,c,c|t,24.0,12.0,10.0
2022-23,2009,Lukic,TOR,c,c|t,13.0,12.0,0.0
2022-23,2160,Gosens,INT,d,e,19.0,12.0,20.0
2022-23,2170,Milinkovic-Savic V.,TOR,p,por,1.0,12.0,32.0
2022-23,2438,Jovic,FIO,a,pc,24.0,12.0,40.0
2022-23,2475,Sanchez,INT,a,a,12.0,12.0,0.0
2022-23,2724,Buongiorno,TOR,d,ds|dc,4.0,12.0,36.0
2022-23,2788,Bremer,JUV,d,dc,18.0,12.0,55.0
2022-23,5007,Ilic,TOR,c,c|t,13.0,12.0,28.0
2022-23,5086,Zirkzee,BOL,a,pc,7.0,12.0,10.0
2022-23,5453,Ricci S.,TOR,c,m|c,7.0,12.0,37.0
2022-23,5504,Coulibaly L.,SAL,c,m|c,6.0,12.0,18.0
2022-23,5511,Matheus Henrique,SAS,c,m|c,6.0,12.0,20.0
2022-23,5830,Onana,INT,p,por,1.0,12.0,42.0
2022-23,5835,Baschirotto,LEC,d,dd|ds|dc,2.0,12.0,34.0
2022-23,5854,TSADJOUT,CRE,a,pc,8.0,12.0,13.0
2022-23,6041,Schuurs,TOR,d,dc,9.0,12.0,51.0
2022-23,495,Correa,INT,a,a,16.0,11.0,10.0
2022-23,1852,Spinazzola,ROM,d,ds|e,12.0,11.0,25.0
2022-23,1933,Mandragora,FIO,c,m|c,9.0,11.0,22.0
2022-23,1978,Sensi,MON,c,c|t,12.0,11.0,14.0
2022-23,2097,Kean,JUV,a,pc,15.0,11.0,21.0
2022-23,2172,Barak,FIO,c,t,22.0,11.0,21.0
2022-23,2215,Veretout,ROM,c,c,11.0,11.0,0.0
2022-23,2296,Mancini,ROM,d,dc,10.0,11.0,29.0
2022-23,4184,Brekalo,FIO,a,a,16.0,11.0,8.0
2022-23,4751,Tomori,MIL,d,dc,15.0,11.0,43.0
2022-23,4923,Colombo,LEC,a,pc,7.0,11.0,18.0
2022-23,5449,Parisi,EMP,d,ds|e,8.0,11.0,27.0
2022-23,5840,Olivera,NAP,d,ds|e,7.0,11.0,22.0
2022-23,6001,Banda,LEC,a,a,5.0,11.0,8.0
2022-23,6061,Oudin,LEC,c,w|a,5.0,11.0,14.0
2022-23,4,Sportiello,ATA,p,por,1.0,10.0,23.0
2022-23,140,Hysaj,LAZ,d,dd|ds|e,6.0,10.0,20.0
2022-23,177,Ilicic,ATA,a,a,11.0,10.0,0.0
2022-23,186,Rebic,MIL,a,a,14.0,10.0,12.0
2022-23,215,VERDE,SPE,a,a,18.0,10.0,16.0
2022-23,252,Biraghi,FIO,d,ds|e,13.0,10.0,33.0
2022-23,393,Luperto,EMP,d,ds|dc,5.0,10.0,22.0
2022-23,695,Toloi,ATA,d,dc,8.0,10.0,12.0
2022-23,827,Locatelli,JUV,c,m|c,14.0,10.0,29.0
2022-23,1857,Di Francesco F.,LEC,a,a,12.0,10.0,12.0
2022-23,1917,DRAGOWSKI,SPE,p,por,7.0,10.0,24.0
2022-23,1943,NESTOROVSKI,UDI,a,pc,11.0,10.0,4.0
2022-23,2117,Kastanos,SAL,c,c|t,5.0,10.0,11.0
2022-23,2120,Bastoni,INT,d,dc,15.0,10.0,32.0
2022-23,2141,Depaoli,VER,d,dd|e,4.0,10.0,10.0
2022-23,2432,Zakaria,JUV,c,m,10.0,10.0,0.0
2022-23,2525,Darmian,INT,d,e,9.0,10.0,18.0
2022-23,2815,Terracciano,FIO,p,por,1.0,10.0,38.0
2022-23,4371,Raspadori,NAP,a,a,20.0,10.0,26.0
2022-23,4377,Castrovilli,FIO,c,c|t,9.0,10.0,25.0
2022-23,4421,Augello,SAM,d,ds|e,7.0,10.0,17.0
2022-23,4431,Carnesecchi,CRE,p,por,1.0,10.0,13.0
2022-23,4459,Rovella,MON,c,m|c,3.0,10.0,16.0
2022-23,4892,Saelemaekers,MIL,c,w,8.0,10.0,20.0
2022-23,4957,Montipo',VER,p,por,11.0,10.0,19.0
2022-23,4965,Marin,EMP,c,m|c,7.0,10.0,13.0
2022-23,5332,Bastoni S.,SPE,d,e|c,12.0,10.0,14.0
2022-23,5375,Maehle,ATA,d,e,8.0,10.0,18.0
2022-23,5422,Zalewski,ROM,c,e|w,7.0,10.0,16.0
2022-23,5451,Bajrami,SAS,c,t,18.0,10.0,16.0
2022-23,5498,Casale,LAZ,d,dd|dc,9.0,10.0,27.0
2022-23,5513,Dumfries,INT,d,e,20.0,10.0,14.0
2022-23,5526,Scalvini,ATA,d,dc,6.0,10.0,23.0
2022-23,5675,Theate,BOL,d,dc,10.0,10.0,0.0
2022-23,5677,Perez N.,UDI,d,dc,8.0,10.0,15.0
2022-23,5792,Ederson D.s.,ATA,c,c|t,13.0,10.0,21.0
