stagione_target,player_id,nome_giocatore,ruolo,squadra_giocatore_target,squadra_giocatore_n1,cambio_squadra,presenze_cumulate_carriera_n1,fantamedia_target,gol_target,assist_target,bonus_netti_target,presenze_target,voto_medio_target,presenze_titolare_target,fantamedia_lag1,gol_lag1,assist_lag1,bonus_netti_lag1,presenze_lag1,voto_medio_lag1,minuti_totali_lag1,xg_totale_lag1,xa_totale_lag1,shots_totali_lag1,presenze_titolare_lag1,ammonizioni_totali_lag1,espulsioni_totali_lag1,rigori_segnati_totali_lag1,rigori_sbagliati_totali_lag1,rigori_parati_totali_lag1,fantamedia_ma3,gol_ma3,assist_ma3,bonus_netti_ma3,presenze_ma3,voto_medio_ma3,minuti_totali_ma3,xg_totale_ma3,xa_totale_ma3,shots_totali_ma3,presenze_titolare_ma3,ammonizioni_totali_ma3,espulsioni_totali_ma3,rigori_segnati_totali_ma3,rigori_sbagliati_totali_ma3,rigori_parati_totali_ma3,fantamedia_std3,fantamedia_trend3,gol_std3,gol_trend3,assist_std3,assist_trend3,bonus_netti_std3,bonus_netti_trend3,presenze_std3,presenze_trend3,voto_medio_std3,voto_medio_trend3,minuti_totali_std3,minuti_totali_trend3,xg_totale_std3,xg_totale_trend3,xa_totale_std3,xa_totale_trend3,shots_totali_std3,shots_totali_trend3,presenze_titolare_std3,presenze_titolare_trend3,ammonizioni_totali_std3,ammonizioni_totali_trend3,espulsioni_totali_std3,espulsioni_totali_trend3,rigori_segnati_totali_std3,rigori_segnati_totali_trend3,rigori_sbagliati_totali_std3,rigori_sbagliati_totali_trend3,rigori_parati_totali_std3,rigori_parati_totali_trend3,fantamedia_career_mean,gol_career_mean,assist_career_mean,bonus_netti_career_mean,presenze_career_mean,voto_medio_career_mean,minuti_totali_career_mean,xg_totale_career_mean,xa_totale_career_mean,shots_totali_career_mean,presenze_titolare_career_mean,ammonizioni_totali_career_mean,espulsioni_totali_career_mean,rigori_segnati_totali_career_mean,rigori_sbagliati_totali_career_mean,rigori_parati_totali_career_mean,eta_n1,squadra_in_champions_n1,squadra_in_champions_target,squadra_punti_finali_n1,squadra_posizione_finale_n1,squadra_nuova_punti_finali_n1,squadra_nuova_posizione_finale_n1,quotazione_iniziale_n1,quotazione_attuale_n1,fvm_n1,quotazione_iniziale_target,infortuni_n1_count,infortuni_n1_giorni_totali,infortuni_career_count,altezza_m,nazionalita,piede_dominante,titolarita_forum,media_voto_forum,salute_forum,bonus_forum,consiglio_esperti_forum,totale_forum
2017-18,406,Callejon,attaccante,Napoli,Napoli,0.0,2.0,7.184210526315789,10.0,11.0,39.5,38.0,6.144736842105263,38.0,7.891891891891892,14.0,12.0,52.0,37.0,6.486486486486487,3151.0,12.506548926234245,9.206189739517868,86.0,37.0,2.0,1.0,0.0,0.0,0.0,7.362612612612613,10.5,8.0,37.5,36.5,6.340465465465465,2999.5,10.498974671587348,6.701657372992486,73.0,36.0,3.0,0.5,0.0,0.0,0.0,0.5292792792792795,1.058558558558559,3.5,7.0,4.0,8.0,14.5,29.0,0.5,1.0,0.1460210210210211,0.2920420420420422,151.5,303.0,2.0075742546468973,4.015148509293795,2.504532366525382,5.009064733050764,13.0,26.0,1.0,2.0,1.0,-2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362612612612613,10.5,8.0,37.5,36.5,6.340465465465465,2999.5,10.498974671587348,6.701657372992486,73.0,36.0,3.0,0.5,0.0,0.0,0.0,29.0,1.0,1.0,83.0,3.0,,,19.0,29.0,,26.0,1.0,3.0,1.0,1.78,Spain,right,,,,,,
2018-19,406,Callejon,attaccante,Napoli,Napoli,0.0,3.0,6.712121212121212,3.0,10.0,18.5,33.0,6.151515151515151,29.0,7.184210526315789,10.0,11.0,39.5,38.0,6.144736842105263,3269.0,10.090287003666162,7.834662991575897,64.0,38.0,3.0,0.0,0.0,0.0,0.0,7.303145250513672,10.333333333333334,9.0,38.166666666666664,37.0,6.2752225910120645,3089.3333333333335,10.362745448946953,7.079325912520289,70.0,36.666666666666664,3.0,0.3333333333333333,0.0,0.0,0.0,0.440261783442089,0.17543859649122817,2.8674417556808756,1.5,3.559026084010437,3.5,11.876681167546577,8.25,0.816496580927726,1.0,0.15075816524232488,-0.024853801169590906,177.31766848105002,210.5,1.6504604592304262,0.7994432933628559,2.113540939154073,1.8187689925543964,11.430952132988164,2.0,1.247219128924647,1.5,0.816496580927726,-0.5,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.303145250513672,10.333333333333334,9.0,38.166666666666664,37.0,6.2752225910120645,3089.3333333333335,10.362745448946953,7.079325912520289,70.0,36.666666666666664,3.0,0.3333333333333333,0.0,0.0,0.0,30.0,1.0,1.0,88.0,2.0,,,26.0,26.0,,21.0,0.0,0,1.0,1.78,Spain,right,,,,,,
2019-20,406,Callejon,attaccante,Napoli,Napoli,0.0,4.0,6.515625,4.0,7.0,18.0,32.0,5.953125,25.0,6.712121212121212,3.0,10.0,18.5,33.0,6.151515151515151,2657.0,6.76109810359776,9.296022167429328,61.0,29.0,1.0,0.0,0.0,0.0,0.0,7.262741210109631,9.0,11.0,36.666666666666664,36.0,6.2609128267023,3025.6666666666665,9.785978011166057,8.778958299507698,70.33333333333333,34.666666666666664,2.0,0.3333333333333333,0.0,0.0,0.0,0.4848298776784076,-0.5898853398853401,4.546060565661952,-5.5,0.816496580927726,-1.0,13.822284744410222,-16.75,2.160246899469287,-2.0,0.15952866693468812,-0.16748566748566773,265.1004002679404,-247.0,2.3554198862794276,-2.8727254113182425,0.6687240027159324,0.0449162139557302,11.14550233153366,-12.5,4.027681991198191,-4.0,0.816496580927726,-0.5,0.4714045207910317,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.155389240915556,8.5,9.25,33.25,36.0,6.244295731137837,2981.25,9.462333612609655,7.633499976247549,67.75,34.75,2.5,0.25,0.0,0.0,0.0,31.0,1.0,1.0,79.0,2.0,,,21.0,21.0,,18.0,0.0,0,1.0,1.78,Spain,right,,,,,,
2020-21,406,Callejon,centrocampista,Fiorentina,Napoli,1.0,5.0,5.9,0.0,1.0,1.0,15.0,5.833333333333333,6.0,6.515625,4.0,7.0,18.0,32.0,5.953125,2180.0,5.4250431675463915,6.225741010159254,42.0,25.0,2.0,0.0,0.0,0.0,0.0,6.803985579479,5.666666666666667,9.333333333333334,25.333333333333332,34.333333333333336,6.083125664540138,2702.0,7.425476091603438,7.785475389721493,55.666666666666664,30.666666666666668,2.0,0.0,0.0,0.0,0.0,0.28057197293181335,-0.3342927631578947,3.0912061651652345,-3.0,1.699673171197595,-2.0,10.019425576792758,-10.75,2.6246692913372702,-3.0,0.09196599355295115,-0.09580592105263142,445.7196428249489,-544.5,1.9616614719540226,-2.3326219180598855,1.253919498028497,-0.8044609907083213,9.741092797468305,-11.0,5.436502143433363,-6.5,0.816496580927726,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0274363927324455,7.6,8.8,30.2,35.2,6.186061584910269,2821.0,8.654875523597003,7.35194818302989,62.6,32.8,2.4,0.2,0.0,0.0,0.0,32.0,1.0,0.0,59.0,7.0,46.0,10.0,18.0,15.0,,12.0,0.0,0,1.0,1.78,Spain,right,,,,,,
2021-22,406,Callejon,centrocampista,Fiorentina,Fiorentina,0.0,6.0,6.0,1.0,2.0,5.0,24.0,5.791666666666667,16.0,5.9,0.0,1.0,1.0,15.0,5.833333333333333,646.0,0.24606570601463318,1.4048179984092712,8.0,6.0,0.0,0.0,0.0,0.0,0.0,6.375915404040405,2.3333333333333335,6.0,12.5,26.666666666666668,5.979324494949495,1827.6666666666667,4.144068992386262,5.642193725332618,37.0,20.0,1.0,0.0,0.0,0.0,0.0,0.3459521105554945,-0.4060606060606058,1.699673171197595,-1.5,3.7416573867739413,-4.5,8.134289561274953,-8.75,8.259674462242577,-9.0,0.13121160392556339,-0.15909090909090917,857.9566163597991,-1005.5,2.8097547833052166,-3.2575161987915635,3.2478886869792083,-3.9456020845100284,21.924111536540465,-26.5,10.03327796219494,-11.5,0.816496580927726,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.839530327277038,6.333333333333333,7.5,25.333333333333332,31.833333333333332,6.12727354298078,2458.5,7.253407220666607,6.360759818926454,53.5,28.333333333333332,2.0,0.16666666666666666,0.0,0.0,0.0,33.0,0.0,0.0,39.0,13.0,,,12.0,4.0,,7.0,2.0,19.0,3.0,1.78,Spain,right,,,,,,
2016-17,493,Zukanovic,difensore,Atalanta,Roma,1.0,1.0,5.916666666666667,0.0,0.0,-0.5,18.0,5.944444444444445,14.0,5.739130434782608,3.0,1.0,3.5,23.0,5.586956521739131,1859.0,0.9227610025554895,0.20331869833171368,11.0,20.0,7.0,1.0,0.0,0.0,0.0,5.739130434782608,3.0,1.0,3.5,23.0,5.586956521739131,1859.0,0.9227610025554895,0.20331869833171368,11.0,20.0,7.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.739130434782608,3.0,1.0,3.5,23.0,5.586956521739131,1859.0,0.9227610025554895,0.20331869833171368,11.0,20.0,7.0,1.0,0.0,0.0,0.0,28.0,1.0,0.0,77.0,3.0,42.0,13.0,9.0,5.0,,7.0,1.0,15.0,1.0,1.88,Bosnia-Herzegovina,left,,,,,,
2017-18,493,Zukanovic,difensore,Genoa,Atalanta,1.0,2.0,5.790322580645161,0.0,1.0,-5.5,31.0,5.967741935483871,31.0,5.916666666666667,0.0,0.0,-0.5,18.0,5.944444444444445,1386.0,1.0338686779141426,0.2398121003061533,10.0,14.0,1.0,0.0,0.0,0.0,0.0,5.827898550724638,1.5,0.5,1.5,20.5,5.765700483091788,1622.5,0.9783148402348161,0.2215653993189335,10.5,17.0,4.0,0.5,0.0,0.0,0.0,0.08876811594202927,0.17753623188405854,1.5,-3.0,0.5,-1.0,2.0,-4.0,2.5,-5.0,0.1787439613526569,0.3574879227053138,236.5,-473.0,0.055553837679326534,0.11110767535865307,0.01824670098721981,0.03649340197443962,0.5,-1.0,3.0,-6.0,3.0,-6.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827898550724638,1.5,0.5,1.5,20.5,5.765700483091788,1622.5,0.9783148402348161,0.2215653993189335,10.5,17.0,4.0,0.5,0.0,0.0,0.0,29.0,0.0,0.0,69.0,5.0,36.0,16.0,7.0,4.0,,6.0,1.0,36.0,2.0,1.88,Bosnia-Herzegovina,left,,,,,,
2018-19,493,Zukanovic,difensore,Genoa,Genoa,0.0,3.0,5.583333333333333,0.0,0.0,-2.5,24.0,5.6875,22.0,5.790322580645161,0.0,1.0,-5.5,31.0,5.967741935483871,2790.0,1.4884696882218122,1.4583762884140015,22.0,31.0,5.0,0.0,0.0,0.0,0.0,5.815373227364812,1.0,0.6666666666666666,-0.8333333333333334,24.0,5.833047633889149,2011.6666666666667,1.1483664562304814,0.6338356956839561,14.333333333333334,21.666666666666668,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.07461201683242062,0.025596072931276304,1.4142135623730951,-1.5,0.4714045207910317,0.0,3.6817870057290873,-4.5,5.354126134736337,4.0,0.1742724301806563,0.1903927068723701,583.2577093837299,465.5,0.2447296265801816,0.28285434283316135,0.5832285623387728,0.6275287950411439,5.436502143433364,5.5,7.039570693980958,5.5,2.494438257849294,-1.0,0.4714045207910317,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.815373227364812,1.0,0.6666666666666666,-0.8333333333333334,24.0,5.833047633889149,2011.6666666666667,1.1483664562304814,0.6338356956839561,14.333333333333334,21.666666666666668,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,30.0,0.0,0.0,41.0,12.0,,,6.0,8.0,,5.0,0.0,0,2.0,1.88,Bosnia-Herzegovina,left,,,,,,
2019-20,493,Zukanovic,difensore,SPAL,Genoa,1.0,4.0,5.5,0.0,0.0,-0.5,3.0,5.666666666666667,2.0,5.583333333333333,0.0,0.0,-2.5,24.0,5.6875,1959.0,1.1844106074422598,0.2995769092813134,19.0,22.0,5.0,0.0,0.0,0.0,0.0,5.763440860215053,0.0,0.3333333333333333,-2.8333333333333335,24.333333333333332,5.866562126642772,2045.0,1.2355829911927383,0.6659217660004894,17.0,22.333333333333332,3.6666666666666665,0.0,0.0,0.0,0.0,0.13740390083676596,-0.16666666666666696,0.0,0.0,0.4714045207910317,0.0,2.0548046676563256,-1.0,5.312459150169742,3.0,0.12697277180707445,-0.12847222222222232,576.3974323329346,286.5,0.18908460061961357,0.07527096476405859,0.5608809057593718,0.02988240448758006,5.0990195135927845,4.5,6.944222218666553,4.0,1.8856180831641267,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.757363253856942,0.75,0.5,-1.25,24.0,5.796660725416862,1998.5,1.157377494033426,0.5502709990832955,15.5,21.75,4.5,0.25,0.0,0.0,0.0,31.0,0.0,0.0,37.0,18.0,42.0,11.0,5.0,6.0,,5.0,0.0,0,2.0,1.88,Bosnia-Herzegovina,left,,,,,,
2016-17,502,Palombo,centrocampista,Sampdoria,Sampdoria,0.0,1.0,5.625,0.0,0.0,-0.5,4.0,5.75,2.0,5.571428571428571,0.0,0.0,0.0,7.0,5.571428571428571,378.0,0.010784699581563473,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.571428571428571,0.0,0.0,0.0,7.0,5.571428571428571,378.0,0.010784699581563473,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.571428571428571,0.0,0.0,0.0,7.0,5.571428571428571,378.0,0.010784699581563473,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,40.0,15.0,,,5.0,1.0,,4.0,2.0,34.0,2.0,1.77,Italy,right,,,,,,
2016-17,477,Iturbe,attaccante,Torino,Roma,1.0,1.0,5.96875,1.0,3.0,5.5,16.0,5.625,4.0,6.333333333333333,1.0,0.0,2.5,9.0,6.055555555555555,393.0,0.7947423961013556,0.383612509816885,9.0,3.0,1.0,0.0,0.0,0.0,0.0,6.333333333333333,1.0,0.0,2.5,9.0,6.055555555555555,393.0,0.7947423961013556,0.383612509816885,9.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,1.0,0.0,2.5,9.0,6.055555555555555,393.0,0.7947423961013556,0.383612509816885,9.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,77.0,3.0,45.0,11.0,19.0,16.0,,8.0,0.0,0,0.0,1.73,Paraguay,,,,,,,
2018-19,287,Caceres,difensore,Juventus,Lazio,1.0,2.0,5.75,0.0,0.0,-0.5,12.0,5.791666666666667,10.0,6.425,4.0,1.0,11.5,20.0,5.85,1611.0,2.9599484112113714,0.8387436270713806,19.0,18.0,3.0,0.0,0.0,0.0,0.0,6.129166666666666,2.0,0.5,5.75,13.0,5.841666666666667,1030.5,1.4947205558419228,0.4652513638138771,10.0,11.5,1.5,0.0,0.0,0.0,0.0,0.2958333333333334,0.5916666666666668,2.0,4.0,0.5,1.0,5.75,11.5,7.0,14.0,0.008333333333333304,0.016666666666666607,580.5,1161.0,1.4652278553694487,2.9304557107388973,0.3734922632575035,0.746984526515007,9.0,18.0,6.5,13.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129166666666666,2.0,0.5,5.75,13.0,5.841666666666667,1030.5,1.4947205558419228,0.4652513638138771,10.0,11.5,1.5,0.0,0.0,0.0,0.0,30.0,0.0,1.0,72.0,4.0,92.0,1.0,7.0,8.0,,5.0,5.0,54.0,6.0,1.8,Uruguay,right,,,,,,
2019-20,287,Caceres,difensore,Fiorentina,Juventus,1.0,3.0,5.907407407407407,1.0,0.0,-2.0,27.0,5.981481481481482,27.0,5.75,0.0,0.0,-0.5,12.0,5.791666666666667,930.0,0.5037460010498762,0.014615300111472607,7.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0875,2.0,0.5,5.5,16.0,5.820833333333333,1270.5,1.7318472061306238,0.4266794635914266,13.0,14.0,2.0,0.0,0.0,0.0,0.0,0.3374999999999999,-0.6749999999999998,2.0,-4.0,0.5,-1.0,6.0,-12.0,4.0,-8.0,0.02916666666666634,-0.05833333333333268,340.5,-681.0,1.2281012050807476,-2.456202410161495,0.412064163479954,-0.824128326959908,6.0,-12.0,4.0,-8.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.002777777777777,1.3333333333333333,0.3333333333333333,3.6666666666666665,12.666666666666666,5.825,997.0,1.1643957042445738,0.31503934257974225,9.0,11.0,1.3333333333333333,0.0,0.0,0.0,0.0,31.0,1.0,0.0,90.0,1.0,40.0,15.0,5.0,5.0,,4.0,1.0,28.0,7.0,1.8,Uruguay,right,,,,,,
2020-21,287,Caceres,difensore,Fiorentina,Fiorentina,0.0,4.0,5.961538461538462,2.0,2.0,6.0,26.0,5.730769230769231,26.0,5.907407407407407,1.0,0.0,-2.0,27.0,5.981481481481482,2357.0,1.7820369098335505,0.4933582963421941,12.0,27.0,8.0,1.0,0.0,0.0,0.0,6.02746913580247,1.6666666666666667,0.3333333333333333,3.0,19.666666666666668,5.874382716049382,1632.6666666666667,1.7485771073649328,0.44890574117501575,12.666666666666666,18.333333333333332,4.0,0.3333333333333333,0.0,0.0,0.0,0.28834858992650675,-0.2587962962962962,1.699673171197595,-1.5,0.4714045207910317,-0.5,6.041522986797286,-6.75,6.128258770283411,3.5,0.07938641198699876,0.0657407407407411,582.7717296582676,373.0,1.0030195208159256,-0.5889557506889105,0.3379140887564002,-0.17269266536459327,4.921607686744467,-3.5,6.944222218666553,4.5,2.943920288775949,2.5,0.4714045207910317,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.978935185185185,1.25,0.25,2.25,16.25,5.864120370370371,1337.0,1.318806005641818,0.3596190810203552,9.75,15.0,3.0,0.25,0.0,0.0,0.0,32.0,0.0,0.0,46.0,10.0,,,4.0,6.0,,7.0,2.0,27.0,9.0,1.8,Uruguay,right,,,,,,
2021-22,287,Caceres,difensore,Cagliari,Fiorentina,1.0,5.0,5.846153846153846,1.0,1.0,1.5,13.0,5.730769230769231,9.0,5.961538461538462,2.0,2.0,6.0,26.0,5.730769230769231,2241.0,1.8278060741722584,1.1568307830020785,15.0,26.0,4.0,0.0,0.0,0.0,0.0,5.872981956315289,1.0,0.6666666666666666,1.1666666666666667,21.666666666666668,5.834639126305793,1842.6666666666667,1.371196328351895,0.5549347931519151,11.333333333333334,21.0,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.08972537337040044,0.10576923076923084,0.816496580927726,1.0,0.9428090415820634,1.0,3.4721111093332766,3.25,6.847546194724712,7.0,0.10676807381696678,-0.030448717948718063,647.0880070661864,655.5,0.6136645429186592,0.6620300365611911,0.4683359200817815,0.571107741445303,3.2998316455372216,4.0,7.788880963698615,8.0,2.8674417556808756,1.5,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.975455840455841,1.4,0.6,3.0,18.2,5.837450142450143,1517.8,1.4206060193479062,0.5190614214166999,10.8,17.2,3.2,0.2,0.0,0.0,0.0,33.0,0.0,0.0,39.0,13.0,37.0,16.0,7.0,6.0,,5.0,1.0,9.0,10.0,1.8,Uruguay,right,,,,,,
2016-17,305,Sturaro,centrocampista,Juventus,Juventus,0.0,1.0,5.75,0.0,0.0,-2.5,16.0,5.90625,12.0,5.735294117647059,1.0,0.0,0.0,17.0,5.735294117647059,1018.0,0.5782681852579117,0.5456222947686911,9.0,11.0,6.0,0.0,0.0,0.0,0.0,5.735294117647059,1.0,0.0,0.0,17.0,5.735294117647059,1018.0,0.5782681852579117,0.5456222947686911,9.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.735294117647059,1.0,0.0,0.0,17.0,5.735294117647059,1018.0,0.5782681852579117,0.5456222947686911,9.0,11.0,6.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,88.0,1.0,,,5.0,3.0,,7.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2017-18,305,Sturaro,centrocampista,Juventus,Juventus,0.0,2.0,5.7272727272727275,0.0,0.0,-0.5,11.0,5.7727272727272725,7.0,5.75,0.0,0.0,-2.5,16.0,5.90625,1033.0,1.8763923067599535,1.0240528993308544,21.0,12.0,5.0,0.0,0.0,0.0,0.0,5.742647058823529,0.5,0.0,-1.25,16.5,5.820772058823529,1025.5,1.2273302460089326,0.7848375970497727,15.0,11.5,5.5,0.0,0.0,0.0,0.0,0.007352941176470562,0.014705882352941124,0.5,-1.0,0.0,0.0,1.25,-2.5,0.5,-1.0,0.08547794117647056,0.17095588235294112,7.5,15.0,0.6490620607510209,1.2981241215020418,0.23921530228108168,0.47843060456216335,6.0,12.0,0.5,1.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.742647058823529,0.5,0.0,-1.25,16.5,5.820772058823529,1025.5,1.2273302460089326,0.7848375970497727,15.0,11.5,5.5,0.0,0.0,0.0,0.0,23.0,1.0,1.0,88.0,1.0,,,7.0,5.0,,4.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2018-19,305,Sturaro,centrocampista,Genoa,Juventus,1.0,3.0,6.1,1.0,0.0,2.0,5.0,5.7,4.0,5.7272727272727275,0.0,0.0,-0.5,11.0,5.7727272727272725,610.0,0.24586169607937336,0.2989787980914116,5.0,7.0,1.0,0.0,0.0,0.0,0.0,5.7375222816399285,0.3333333333333333,0.0,-1.0,14.666666666666666,5.804757130124777,887.0,0.9001740626990795,0.6228846640636524,11.666666666666666,10.0,4.0,0.0,0.0,0.0,0.0,0.00941119076735413,-0.00401069518716568,0.4714045207910317,-0.5,0.0,0.0,1.0801234497346435,-0.25,2.6246692913372702,-3.0,0.07337534668377622,0.018716577540106805,195.96428245984012,-204.0,0.7035031691660304,-0.16620324458926916,0.30100965472207,-0.12332174833863974,6.79869268479038,-2.0,2.160246899469287,-2.0,2.160246899469287,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7375222816399285,0.3333333333333333,0.0,-1.0,14.666666666666666,5.804757130124777,887.0,0.9001740626990795,0.6228846640636524,11.666666666666666,10.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,92.0,1.0,41.0,12.0,4.0,2.0,,3.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2019-20,305,Sturaro,centrocampista,Genoa,Genoa,0.0,4.0,5.8125,1.0,1.0,0.5,16.0,5.78125,15.0,6.1,1.0,0.0,2.0,5.0,5.7,213.0,0.10857309866696596,0.41681629605591297,4.0,4.0,0.0,1.0,0.0,0.0,0.0,5.859090909090909,0.3333333333333333,0.0,-0.3333333333333333,10.666666666666666,5.792992424242424,618.6666666666666,0.743609033835431,0.579949331159393,10.0,7.666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,0.17060094722946942,0.17499999999999982,0.4714045207910317,0.5,0.0,0.0,1.8408935028645437,2.25,4.4969125210773475,-5.5,0.08541183719465362,-0.10312499999999991,334.81968613303223,-410.0,0.8029572414137054,-0.8839096040464938,0.3176920977179019,-0.3036183016374707,7.788880963698615,-8.5,3.2998316455372216,-4.0,2.160246899469287,-2.5,0.4714045207910317,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.8281417112299465,0.5,0.0,-0.25,12.25,5.778567847593583,718.5,0.7022738216910511,0.5713675720617175,9.75,8.5,3.0,0.25,0.0,0.0,0.0,25.0,0.0,0.0,37.0,18.0,,,3.0,5.0,,6.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2020-21,305,Sturaro,centrocampista,Verona,Genoa,1.0,5.0,5.766666666666667,1.0,0.0,0.0,15.0,5.766666666666667,10.0,5.8125,1.0,1.0,0.5,16.0,5.78125,1259.0,2.0325644947588444,1.3497478775680065,18.0,15.0,7.0,0.0,0.0,0.0,0.0,5.879924242424242,0.6666666666666666,0.3333333333333333,0.6666666666666666,10.666666666666666,5.751325757575757,694.0,0.7956664298350612,0.6885143239051104,9.0,8.666666666666666,2.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.15945934969669612,0.04261363636363624,0.4714045207910317,0.5,0.4714045207910317,0.5,1.0274023338281628,0.49999999999999994,4.4969125210773475,2.5,0.03645919420471225,0.0042613636363637575,431.1388020889174,324.5,0.8764130141297599,0.8933513993397355,0.47003104744891067,0.5253845397382975,6.377042156569663,6.5,4.642796092394707,4.0,3.091206165165235,3.0,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.825013368983957,0.6,0.2,-0.1,13.0,5.7791042780748665,826.6,0.9683319563046098,0.7270436331629753,11.4,9.8,3.8,0.2,0.0,0.0,0.0,26.0,0.0,0.0,36.0,17.0,49.0,9.0,6.0,2.0,,4.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2021-22,305,Sturaro,centrocampista,Genoa,Verona,1.0,6.0,5.48,0.0,0.0,-5.5,25.0,5.7,24.0,5.766666666666667,1.0,0.0,0.0,15.0,5.766666666666667,872.0,1.0139361824840307,0.24921429343521595,6.0,10.0,6.0,0.0,0.0,0.0,0.0,5.893055555555556,1.0,0.3333333333333333,0.8333333333333334,12.0,5.749305555555555,781.3333333333334,1.0516912586366136,0.6719261556863785,9.333333333333334,9.666666666666666,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.14752327709195784,-0.16666666666666652,0.0,0.0,0.4714045207910317,0.0,0.8498365855987975,-1.0,4.96655480858378,5.0,0.03536897660624114,0.033333333333333215,431.8134885444049,329.5,0.7859197615492137,0.4526815419085324,0.4841517136955787,-0.08380100131034851,6.182412330330469,1.0,4.4969125210773475,3.0,3.0912061651652345,3.0,0.4714045207910317,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.815288918597742,0.6666666666666666,0.16666666666666666,-0.08333333333333333,13.333333333333334,5.777031342840167,834.1666666666666,0.9759326606678466,0.6474054098750154,10.5,9.833333333333334,4.166666666666667,0.16666666666666666,0.0,0.0,0.0,27.0,0.0,0.0,44.0,10.0,39.0,14.0,4.0,4.0,,5.0,0.0,0,0.0,1.81,Italy,right,,,,,,
2016-17,697,Cuadrado,centrocampista,Juventus,Juventus,0.0,1.0,6.25,2.0,6.0,8.0,30.0,5.983333333333333,21.0,6.980769230769231,4.0,4.0,15.0,26.0,6.403846153846154,1699.0,2.3842202154919505,3.724586099386215,36.0,16.0,2.0,0.0,0.0,0.0,0.0,6.980769230769231,4.0,4.0,15.0,26.0,6.403846153846154,1699.0,2.3842202154919505,3.724586099386215,36.0,16.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.980769230769231,4.0,4.0,15.0,26.0,6.403846153846154,1699.0,2.3842202154919505,3.724586099386215,36.0,16.0,2.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,88.0,1.0,,,20.0,19.0,,15.0,0.0,0,0.0,1.76,Colombia,,,,,,,
