stagione,giornata,squadra,forma3_punti_mean,forma3_gf_mean,forma3_gs_mean,forma3_xg_for_mean,forma3_xg_against_mean,forma3_n_partite,forma5_punti_mean,forma5_gf_mean,forma5_gs_mean,forma5_xg_for_mean,forma5_xg_against_mean,forma5_n_partite
2016-17,32,Lazio,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0333634462828438,1.1901129099229972,3,2.0,1.4,1.0,1.4577985851094126,0.8766631941311062,5
2016-17,32,Palermo,0.0,0.6666666666666666,3.6666666666666665,0.7584805749356747,2.602404862952729,3,0.0,0.6,3.4,0.6566354213282466,2.6528024232015013,5
2016-17,32,Udinese,2.3333333333333335,3.0,1.0,2.0138540525610247,1.2556432119260232,3,2.2,2.6,1.0,1.6047763653099536,1.0208568911999465,5
2016-17,32,Milan,2.3333333333333335,2.0,0.3333333333333333,2.51695091308405,0.473815090333422,3,2.0,2.0,0.8,2.58452622666955,1.2897637022659183,5
2016-17,32,Fiorentina,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.727907655450205,0.6083715204149485,3,2.2,1.0,0.4,1.6084237502887846,0.9743759715929627,5
2016-17,32,Pescara,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0468343527366717,1.962444053652386,3,0.4,0.8,2.2,0.9841730514541268,2.00785035956651,5
2016-17,32,Genoa,0.0,0.0,3.0,0.4620578388373057,2.113009365585943,3,0.6,0.4,2.0,0.5298355843871831,1.4934415800496936,5
2016-17,33,Sassuolo,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1302535620828469,1.284647852492829,3,0.8,1.0,1.6,0.9750734146684408,1.5734646901488305,5
2016-17,33,Chievo,0.0,0.3333333333333333,2.6666666666666665,0.9713195788984498,1.9744512696440022,3,0.6,1.2,2.4,1.497985847108066,1.8524368917569518,5
2016-17,33,Roma,2.3333333333333335,2.0,0.3333333333333333,1.319668972864747,0.5019955982764562,3,2.6,2.4,0.4,1.801299911737442,0.613351814635098,5
2016-17,33,Bologna,0.3333333333333333,0.0,1.3333333333333333,0.5159303561473886,1.0760684066141646,3,1.4,1.0,1.0,1.1451577221974731,1.010648858360946,5
2016-17,33,Sampdoria,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3513721078634262,1.4679829518621166,3,1.4,1.2,1.2,1.0482495840638877,1.4043700797483325,5
2016-17,33,Juventus,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6452058075616758,0.6626892175214986,3,2.6,1.6,0.4,2.0750463197007774,0.646222414728254,5
2016-17,33,Empoli,1.3333333333333333,1.0,1.3333333333333333,1.1812751820931833,1.4891258832067251,3,0.8,1.0,2.2,1.0853384731337428,1.9856502391397952,5
2016-17,33,Cagliari,2.0,3.0,1.3333333333333333,2.05781057694306,1.610192058607936,3,1.4,1.8,1.0,1.6429674815386535,1.5745578544214367,5
2016-17,33,Crotone,2.3333333333333335,1.6666666666666667,1.0,1.1028001292919118,1.8753041572247942,3,1.4,1.0,1.4,0.8606802996248006,2.399956227093935,5
2016-17,33,Napoli,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.682930995710194,0.7006303379312158,3,2.6,2.6,0.6,2.120265536941588,0.7410024512559176,5
2016-17,33,Torino,1.6666666666666667,2.0,1.6666666666666667,2.3082163045182824,1.5193956761310499,3,1.2,1.8,2.0,1.6972798081114888,1.697001181729138,5
2016-17,33,Inter,0.3333333333333333,1.3333333333333333,2.0,1.777834424438576,2.026950215610365,3,1.0,2.6,1.8,1.9984010748565197,1.6056213576346636,5
2016-17,33,Atalanta,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0817988999187946,0.9227965433771411,3,1.6,2.2,1.8,1.9124426217749715,1.1954716864973307,5
2016-17,33,Lazio,1.3333333333333333,1.3333333333333333,2.0,1.685533185179035,1.7400114551807444,3,1.6,1.4,1.4,1.6230924697592854,1.1594298729673027,5
2016-17,33,Palermo,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0201380709186196,1.8075198316946626,3,0.2,0.4,2.8,0.8514970252290368,2.1601481711491943,5
2016-17,33,Udinese,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.1670883273084958,1.6197425421948235,3,2.0,2.4,1.4,1.5962324142456055,1.1713730730116367,5
2016-17,33,Milan,1.6666666666666667,2.3333333333333335,1.0,2.436824041418731,0.8788521864141027,3,1.6,1.8,1.0,1.9982452711090446,1.2802180413156747,5
2016-17,33,Fiorentina,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1697134502852957,1.051716869386534,3,2.0,1.2,0.8,1.7111160885542631,1.1610685154795646,5
2016-17,33,Pescara,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0045469271329541,1.9290333269163966,3,0.4,0.6,2.0,0.7671690751798451,1.9564502278342843,5
2016-17,33,Genoa,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.958143115354081,2.429297635642191,3,0.2,0.4,2.4,0.7634500721469522,1.9825468627735972,5
2016-17,34,Sassuolo,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0235051323349278,1.841150665966173,3,1.0,1.4,1.8,1.0462453419342637,1.8377671150490642,5
2016-17,34,Chievo,0.0,0.3333333333333333,3.0,0.9521517837420106,2.1115342766667404,3,0.0,0.6,3.0,1.014520203322172,1.9924250338226557,5
2016-17,34,Roma,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.829383548349142,1.1182558173313737,3,2.6,2.6,0.6,1.8921333078294993,0.9414606940001249,5
2016-17,34,Bologna,0.3333333333333333,0.6666666666666666,2.0,0.8309143592293063,1.342095532764991,3,0.8,1.2,1.6,1.1131080448627473,1.1989080546423794,5
2016-17,34,Sampdoria,0.3333333333333333,1.3333333333333333,2.0,1.100711086454491,1.3318863517294328,3,0.8,1.2,1.6,1.232805860415101,1.5751180369406939,5
2016-17,34,Juventus,3.0,2.6666666666666665,0.0,1.9902872216577332,0.3583704954944551,3,2.6,2.0,0.2,1.6829288994893432,0.578705086093396,5
2016-17,34,Empoli,2.3333333333333335,1.6666666666666667,1.0,1.6252758810296655,1.866792722294728,3,1.4,1.4,1.6,1.3481475573033095,1.7989018972963096,5
2016-17,34,Cagliari,1.0,2.3333333333333335,1.6666666666666667,1.8843278394391139,2.011104814397792,3,1.4,2.0,1.2,1.4802321454510092,1.700701011903584,5
2016-17,34,Crotone,2.3333333333333335,1.6666666666666667,1.0,1.3296230994164944,2.082578390215834,3,2.0,1.4,1.0,1.1104615349322557,2.034023569896817,5
2016-17,34,Napoli,2.3333333333333335,2.6666666666666665,0.6666666666666666,2.124642684434851,0.8768540800859531,3,2.2,2.4,1.0,1.9610600860789418,0.8909462325274944,5
2016-17,34,Torino,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.9065672702466447,0.9922482324764132,3,1.8,2.2,1.6,1.855037029273808,1.4573590826243161,5
2016-17,34,Inter,0.3333333333333333,2.3333333333333335,3.0,1.6712382988383372,2.0028827792654433,3,0.4,2.0,2.6,1.7344113560393453,1.9076539820060134,5
2016-17,34,Atalanta,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.2966197617352009,1.2479284380873044,3,2.2,2.6,0.8,2.064192432910204,0.8557332642376423,5
2016-17,34,Lazio,1.3333333333333333,2.6666666666666665,2.3333333333333335,2.414642399797837,1.5017782223100464,3,1.6,2.0,1.6,1.8296066345646977,1.1923027360811829,5
2016-17,34,Palermo,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.6928926377246777,2.33961363385121,3,0.2,0.8,3.4,0.8285448923707008,2.321191887371242,5
2016-17,34,Udinese,2.0,1.6666666666666667,1.3333333333333333,1.244033078973492,1.1720361383631825,3,2.0,2.2,1.4,1.8532320380210876,1.2855575114488602,5
2016-17,34,Milan,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.443866217508912,1.1893173620725672,3,1.6,1.8,1.0,2.3324710676446556,0.9556004362180829,5
2016-17,34,Fiorentina,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.6862119318296511,1.4929487115393083,3,2.0,2.0,1.6,1.7466252967715263,1.0975118637084962,5
2016-17,34,Pescara,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.487271622909854,2.06812323940297,3,0.4,0.6,2.2,1.1351645895279945,2.2269404781982303,5
2016-17,34,Genoa,0.3333333333333333,0.6666666666666666,3.0,1.0311647697041433,1.6178307210405667,3,0.2,0.4,3.0,0.7248834664002061,2.1370038110762835,5
2016-17,35,Sassuolo,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.300126323165993,1.946577487513423,3,1.6,1.8,1.4,1.2601679554209113,1.7723906844854356,5
2016-17,35,Chievo,1.0,1.0,2.6666666666666665,0.933373655192554,1.9162721779818337,3,0.6,0.8,2.4,0.856067068874836,1.7277732463553548,5
2016-17,35,Roma,1.3333333333333333,2.0,1.6666666666666667,1.9744197173664968,1.5112867271527648,3,2.0,2.2,1.0,1.685528290271759,1.1472895497456193,5
2016-17,35,Bologna,1.3333333333333333,2.0,1.0,1.08806480653584,1.1439185716832678,3,0.8,1.2,1.4,0.8437410319224,1.0790326833724975,5
2016-17,35,Sampdoria,0.3333333333333333,1.0,1.6666666666666667,0.994197592449685,1.468284588928024,3,1.0,1.4,1.6,1.240997300669551,1.5637005487456919,5
2016-17,35,Juventus,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.7623590854927897,1.0606530105384688,3,2.2,2.2,0.6,1.5659474736079573,0.9984994149766863,5
2016-17,35,Empoli,2.0,1.6666666666666667,1.6666666666666667,2.0797309012462697,1.8623408833518624,3,1.4,1.2,1.6,1.5410403629764915,1.7677573643624782,5
2016-17,35,Cagliari,2.0,2.0,0.6666666666666666,1.8377207725619276,1.7815809498230617,3,1.8,2.2,1.2,1.7306579874828458,1.7483149334788322,5
2016-17,35,Crotone,1.6666666666666667,1.3333333333333333,1.0,0.8298762626945972,2.169254924481114,3,2.2,1.6,1.0,1.0653824370354414,1.890698548592627,5
2016-17,35,Napoli,2.3333333333333335,2.0,0.6666666666666666,1.948374871475001,0.6050512623041868,3,2.2,2.0,0.6,1.8643589161336422,0.6958813108503819,5
2016-17,35,Torino,1.6666666666666667,1.6666666666666667,1.0,1.9418395003303885,0.6475536953657866,3,1.8,2.0,1.4,2.013996582478285,1.2059462247416377,5
2016-17,35,Inter,0.3333333333333333,2.0,2.6666666666666665,1.160249808182319,1.857459735435744,3,0.2,1.6,2.4,1.4597415015101434,1.9999993927776814,5
2016-17,35,Atalanta,1.6666666666666667,2.0,1.6666666666666667,1.4802168464908998,1.3503722418099642,3,1.8,2.4,1.2,2.0765296023339035,1.072976347245276,5
2016-17,35,Lazio,2.3333333333333335,3.6666666666666665,1.6666666666666667,2.6402045025800667,1.3351321881636977,3,2.0,2.6,1.8,2.0269469497725368,1.4873482396826148,5
2016-17,35,Palermo,1.3333333333333333,1.3333333333333333,2.0,0.812316904310137,1.6231821607798338,3,0.8,1.0,2.6,0.8465134815312922,1.9397651297971605,5
2016-17,35,Udinese,1.0,0.6666666666666666,2.6666666666666665,1.2697267519931,1.3752957358956337,3,1.4,1.4,2.0,1.3745613982900977,1.4825983626767993,5
2016-17,35,Milan,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.095024528602759,1.2929806029424071,3,1.2,1.8,1.2,2.38846256416291,0.9999906355515122,5
2016-17,35,Fiorentina,1.0,2.0,2.6666666666666665,1.5400683839494984,1.4107042443938553,3,1.4,1.8,2.0,1.3827464049682021,1.0618893812410533,5
2016-17,35,Pescara,0.0,0.3333333333333333,2.3333333333333335,1.2197861983440816,2.2128311786800623,3,0.4,0.6,1.8,1.2990939534269272,2.0065272411331536,5
2016-17,35,Genoa,0.3333333333333333,1.0,2.6666666666666665,1.2422830763583381,1.5792281220977504,3,0.2,0.6,3.2,0.9625177687034011,1.8366197917610407,5
2016-17,36,Sassuolo,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6677996655926108,2.4836138620351753,3,1.8,2.0,1.4,1.4153949530795216,2.0573296535760166,5
2016-17,36,Chievo,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.7471019395937523,1.328184036227564,3,0.8,0.8,2.2,0.8246155939996243,1.8184495858848095,5
2016-17,36,Roma,2.0,3.0,1.6666666666666667,2.5995476792256036,1.7269773514320452,3,2.0,2.6,1.2,2.0864761527627707,1.2355818452313543,5
2016-17,36,Bologna,1.0,2.3333333333333335,2.0,0.9332024470592538,1.4430694719776511,3,0.8,1.4,1.8,0.8172931227833032,1.3546238081529736,5
2016-17,36,Sampdoria,0.3333333333333333,1.6666666666666667,3.3333333333333335,1.2901523333663742,2.5526002319529653,3,0.4,1.6,2.8,1.1037161950021983,2.0314665704965593,5
2016-17,36,Juventus,1.6666666666666667,2.3333333333333335,1.0,2.0243967110291123,1.1148153409982722,3,2.2,2.2,0.6,2.108107830770314,0.7940006851218641,5
2016-17,36,Empoli,2.0,2.0,1.6666666666666667,2.107875495838622,1.500034140733381,3,2.0,1.8,1.4,1.8716884821653366,1.5284421758726239,5
2016-17,36,Cagliari,1.0,1.0,1.6666666666666667,1.0230084725966055,2.202778521925211,3,1.2,1.8,1.6,1.5266548071056605,1.9709380446001887,5
2016-17,36,Crotone,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.8291198645407954,1.517087411135435,3,2.2,1.4,0.8,0.9960203986614943,1.8289976239204406,5
2016-17,36,Napoli,2.3333333333333335,2.0,1.0,2.3234462225809693,0.6555609172210097,3,2.6,2.4,0.6,2.1313242809846997,0.7200610727071762,5
2016-17,36,Torino,1.6666666666666667,1.6666666666666667,1.0,1.1617835331708193,1.5502047610158722,3,1.8,1.8,1.2,1.5956290801987052,1.330535156093538,5
2016-17,36,Inter,0.0,1.3333333333333333,2.3333333333333335,1.1078994780158002,1.7287423067415755,3,0.2,1.4,2.2,1.3505570016801358,1.7722170436754823,5
2016-17,36,Atalanta,1.6666666666666667,2.0,1.6666666666666667,1.6676030363887548,1.2349239382892847,3,1.4,1.6,1.4,1.4620584841817617,1.2485344648361205,5
2016-17,36,Lazio,3.0,5.333333333333333,2.0,3.1071273336807885,1.3120978844041626,3,2.0,3.6,2.2,2.671968936175108,1.5678286202251912,5
2016-17,36,Palermo,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.8137309602461755,1.7170651216680806,3,1.0,1.0,2.2,0.7834771149791777,1.792914349399507,5
2016-17,36,Udinese,1.3333333333333333,1.0,2.0,1.4932739060992997,1.1397739946842194,3,1.4,1.2,1.8,1.084992233850062,1.1693390997126698,5
2016-17,36,Milan,0.3333333333333333,1.0,2.3333333333333335,1.8607705989852548,1.89780170780917,3,1.0,1.8,1.8,2.0911281479522588,1.4840690979734064,5
2016-17,36,Fiorentina,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.9491411317139864,1.4158720679891605,3,1.0,2.0,2.4,1.7144538301974535,1.4283668032847345,5
2016-17,36,Pescara,0.0,0.3333333333333333,2.0,1.4018369826177757,1.5714613404124975,3,0.2,0.4,1.8,1.2619071072898804,1.6128681641072036,5
2016-17,36,Genoa,1.0,0.6666666666666666,2.0,1.068413366874059,1.0845667505636811,3,0.8,0.8,2.2,1.1698360651731492,1.3207359541207553,5
2016-17,37,Sassuolo,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.0576455875610313,1.9789085577552517,3,2.2,2.2,1.4,1.6320352539420129,1.8912187173962594,5
2016-17,37,Chievo,1.6666666666666667,1.3333333333333333,1.0,0.4949164406086008,1.2961694598197937,3,1.0,1.0,2.0,0.7786353759467601,1.629743899963796,5
2016-17,37,Roma,2.0,2.6666666666666665,1.6666666666666667,2.4065015725791454,1.3191468166187406,3,2.0,2.6,1.4,2.3057084511965513,1.3237259915098547,5
2016-17,37,Bologna,2.0,2.6666666666666665,1.3333333333333333,1.072492432159682,1.235453081317246,3,1.4,2.0,1.4,1.0033284859731793,1.310706547088921,5
2016-17,37,Sampdoria,0.6666666666666666,1.6666666666666667,3.0,1.115770331894358,2.126600166782737,3,0.4,1.4,2.6,1.1666085755452513,1.7732454555109143,5
2016-17,37,Juventus,0.6666666666666666,1.3333333333333333,2.0,1.901325388190647,1.7233888460323215,3,1.6,2.0,1.2,1.9200892239809035,1.1594500462524593,5
2016-17,37,Empoli,1.0,2.0,2.3333333333333335,2.082867786909143,1.5302773406729102,3,1.8,2.0,1.8,2.033486303128302,1.6529430419206619,5
2016-17,37,Cagliari,2.0,1.6666666666666667,1.6666666666666667,1.509763275583585,1.8624547909324367,3,1.8,2.0,1.4,1.730265767686069,1.9616137033328414,5
2016-17,37,Crotone,2.3333333333333335,1.0,0.3333333333333333,0.6347487630943457,1.401391513645649,3,2.2,1.2,0.6,0.7742980357259512,1.707673665508628,5
2016-17,37,Napoli,3.0,3.0,0.3333333333333333,2.2034084781383476,0.44851164271434146,3,2.6,2.8,0.6,2.173998754285276,0.556022560596466,5
2016-17,37,Torino,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.8780784650395314,2.0011543886115155,3,1.2,1.2,1.8,1.3082653813064098,1.4898526713252067,5
2016-17,37,Inter,0.0,0.3333333333333333,1.3333333333333333,0.9708665050566196,1.6729714249571164,3,0.2,1.4,2.2,1.2025546055287122,1.801187440752983,5
2016-17,37,Atalanta,1.0,1.3333333333333333,1.3333333333333333,1.6955091406901677,1.15259116794914,3,1.4,1.6,1.4,1.3944605246186257,1.2236565856263042,5
2016-17,37,Lazio,2.0,4.0,2.3333333333333335,2.328356887213886,1.6107818024853866,3,2.0,4.0,2.2,2.606602699123323,1.4447040716186166,5
2016-17,37,Palermo,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.8900442239828408,1.2156943026930094,3,1.6,1.2,1.4,0.9074830817990005,1.4891655512154103,5
2016-17,37,Udinese,0.3333333333333333,0.3333333333333333,2.0,0.9999278414373597,1.081200225899617,3,0.8,0.6,2.0,1.2448763113468886,1.1808917198330164,5
2016-17,37,Milan,0.6666666666666666,1.0,2.0,1.3609761937210958,1.839495896672209,3,0.6,1.2,2.0,1.6388862360268832,1.7750089200213552,5
2016-17,37,Fiorentina,1.3333333333333333,1.6666666666666667,2.0,1.6707234429195523,1.1773803539884586,3,1.4,2.2,2.4,1.7123147692531346,1.4389171638526022,5
2016-17,37,Pescara,0.0,0.3333333333333333,1.6666666666666667,0.9357491564005613,1.1612419541925192,3,0.0,0.4,2.2,1.068513471726328,1.7462192185223102,5
2016-17,37,Genoa,1.0,0.6666666666666666,1.0,1.4856793597961466,0.8605375392362475,3,0.8,0.8,1.8,1.3390563789755106,1.3855207152664661,5
2016-17,38,Sassuolo,2.3333333333333335,3.3333333333333335,1.6666666666666667,2.0710792792961,1.374364976460735,3,2.2,3.0,1.6,1.8246633857488632,1.826220958866179,5
2016-17,38,Chievo,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.9802230810746551,1.4823833623280127,3,1.0,1.6,2.2,0.8614091701805592,1.432532501965761,5
2016-17,38,Roma,3.0,4.0,1.6666666666666667,2.550843408331275,1.3107943683862686,3,2.4,3.4,1.8,2.4242329515516756,1.6325688118115067,5
2016-17,38,Bologna,1.0,1.3333333333333333,2.3333333333333335,0.6745335478335619,1.9789752066135406,3,1.2,2.0,2.0,0.9389029469341039,1.6207767633721233,5
2016-17,38,Sampdoria,0.6666666666666666,1.6666666666666667,3.0,1.266990803182125,1.7545767684156697,3,0.6,1.4,2.4,1.1903685178607701,1.7356568386778235,5
2016-17,38,Juventus,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.9497475267077486,0.9589172334720691,3,1.6,2.2,1.2,1.7486725050956011,1.1762362245470286,5
2016-17,38,Empoli,1.0,1.6666666666666667,1.6666666666666667,1.5860808106760185,1.3211354563633602,3,1.2,1.6,1.8,1.7839237401261925,1.6669631082564593,5
2016-17,38,Cagliari,1.0,2.0,3.6666666666666665,1.2149667752285798,2.1389220682904124,3,1.2,1.6,2.6,1.2249517064541577,2.065552939288318,5
2016-17,38,Crotone,2.0,0.6666666666666666,1.0,0.5477739637717605,1.1888257569322984,3,2.0,1.0,1.0,0.7323667377233505,1.4788115084171296,5
2016-17,38,Napoli,3.0,4.0,0.6666666666666666,3.2247705018768706,0.5353042418137193,3,2.6,3.0,0.8,2.7894626198336483,0.596685653179884,5
2016-17,38,Torino,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.3257651375606656,2.5128822944437466,3,1.0,1.2,2.0,0.8245258823037147,1.8020381957292557,5
2016-17,38,Inter,1.0,1.3333333333333333,1.3333333333333333,1.3735483903437853,1.529553013543288,3,0.6,1.6,2.0,1.217169881053269,1.701561071537435,5
2016-17,38,Atalanta,1.6666666666666667,1.0,0.6666666666666666,1.272455297720929,0.9657232742756605,3,1.8,1.6,1.2,1.590923441015184,1.0987323857843876,5
2016-17,38,Lazio,1.0,3.3333333333333335,3.0,2.089167010349532,1.6022484538455803,3,1.8,3.8,2.4,2.269127244874835,1.4046904388815165,5
2016-17,38,Palermo,1.3333333333333333,0.6666666666666666,1.0,0.9210040988400578,1.445733657727639,3,1.4,1.2,1.8,0.7870330982841551,1.7226934254169464,5
2016-17,38,Udinese,0.6666666666666666,0.6666666666666666,1.0,1.0725193650772173,0.9096979002157847,3,1.0,0.8,1.6,1.3178200209513307,1.056571577489376,5
2016-17,38,Milan,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.5748353979239862,1.7557518081739545,3,1.0,1.4,1.6,1.871269378066063,1.5261304086074232,5
2016-17,38,Fiorentina,1.3333333333333333,2.0,2.6666666666666665,1.5274408012628555,2.5373051449035606,3,1.4,2.2,2.8,1.597382815554738,1.9532423465512694,5
2016-17,38,Pescara,1.0,1.0,1.3333333333333333,1.148042821014921,0.9183833856756488,3,0.6,0.8,1.8,1.3851914897561073,1.4001372763887048,5
2016-17,38,Genoa,2.0,1.0,0.6666666666666666,1.6668257595350344,0.8171354057267308,3,1.2,0.8,1.6,1.387727355211973,0.8693224538117648,5
2017-18,1,Sassuolo,,,,,,0,,,,,,0
2017-18,1,Verona,,,,,,0,,,,,,0
2017-18,1,Chievo,,,,,,0,,,,,,0
2017-18,1,Roma,,,,,,0,,,,,,0
2017-18,1,Bologna,,,,,,0,,,,,,0
2017-18,1,Sampdoria,,,,,,0,,,,,,0
2017-18,1,Juventus,,,,,,0,,,,,,0
2017-18,1,Cagliari,,,,,,0,,,,,,0
2017-18,1,Crotone,,,,,,0,,,,,,0
2017-18,1,Napoli,,,,,,0,,,,,,0
2017-18,1,Benevento,,,,,,0,,,,,,0
2017-18,1,Torino,,,,,,0,,,,,,0
2017-18,1,Inter,,,,,,0,,,,,,0
2017-18,1,Atalanta,,,,,,0,,,,,,0
2017-18,1,Lazio,,,,,,0,,,,,,0
2017-18,1,SPAL,,,,,,0,,,,,,0
2017-18,1,Udinese,,,,,,0,,,,,,0
2017-18,1,Milan,,,,,,0,,,,,,0
2017-18,1,Fiorentina,,,,,,0,,,,,,0
2017-18,1,Genoa,,,,,,0,,,,,,0
2017-18,2,Sassuolo,1.0,0.0,0.0,0.4488361687399447,0.9733726289123297,1,1.0,0.0,0.0,0.4488361687399447,0.9733726289123297,1
2017-18,2,Verona,0.0,1.0,3.0,1.395283296238631,2.7871174849569798,1,0.0,1.0,3.0,1.395283296238631,2.7871174849569798,1
2017-18,2,Chievo,3.0,2.0,1.0,0.4228664003312588,0.7271934095770121,1,3.0,2.0,1.0,0.4228664003312588,0.7271934095770121,1
2017-18,2,Roma,3.0,1.0,0.0,0.3623567968606949,1.4866597950458527,1,3.0,1.0,0.0,0.3623567968606949,1.4866597950458527,1
2017-18,2,Bologna,1.0,1.0,1.0,0.5684274984523654,0.31447170209139585,1,1.0,1.0,1.0,0.5684274984523654,0.31447170209139585,1
2017-18,2,Sampdoria,3.0,2.0,1.0,2.9911283887922764,1.054093500599265,1,3.0,2.0,1.0,2.9911283887922764,1.054093500599265,1
2017-18,2,Juventus,3.0,3.0,0.0,1.2720124926418066,1.4310955107212067,1,3.0,3.0,0.0,1.2720124926418066,1.4310955107212067,1
2017-18,2,Cagliari,0.0,0.0,3.0,1.4310955107212067,1.2720124926418066,1,0.0,0.0,3.0,1.4310955107212067,1.2720124926418066,1
2017-18,2,Crotone,0.0,0.0,3.0,0.302867004647851,2.0920968018472195,1,0.0,0.0,3.0,0.302867004647851,2.0920968018472195,1
2017-18,2,Napoli,3.0,3.0,1.0,2.7871174849569798,1.395283296238631,1,3.0,3.0,1.0,2.7871174849569798,1.395283296238631,1
2017-18,2,Benevento,0.0,1.0,2.0,1.054093500599265,2.9911283887922764,1,0.0,1.0,2.0,1.054093500599265,2.9911283887922764,1
2017-18,2,Torino,1.0,1.0,1.0,0.31447170209139585,0.5684274984523654,1,1.0,1.0,1.0,0.31447170209139585,0.5684274984523654,1
2017-18,2,Inter,3.0,3.0,0.0,2.71453701145947,0.4119706805795431,1,3.0,3.0,0.0,2.71453701145947,0.4119706805795431,1
2017-18,2,Atalanta,0.0,0.0,1.0,1.4866597950458527,0.3623567968606949,1,0.0,0.0,1.0,1.4866597950458527,0.3623567968606949,1
2017-18,2,Lazio,1.0,0.0,0.0,0.7579261548817158,0.6257221074774861,1,1.0,0.0,0.0,0.7579261548817158,0.6257221074774861,1
2017-18,2,SPAL,1.0,0.0,0.0,0.6257221074774861,0.7579261548817158,1,1.0,0.0,0.0,0.6257221074774861,0.7579261548817158,1
2017-18,2,Udinese,0.0,1.0,2.0,0.7271934095770121,0.4228664003312588,1,0.0,1.0,2.0,0.7271934095770121,0.4228664003312588,1
2017-18,2,Milan,3.0,3.0,0.0,2.0920968018472195,0.302867004647851,1,3.0,3.0,0.0,2.0920968018472195,0.302867004647851,1
2017-18,2,Fiorentina,0.0,0.0,3.0,0.4119706805795431,2.71453701145947,1,0.0,0.0,3.0,0.4119706805795431,2.71453701145947,1
2017-18,2,Genoa,1.0,0.0,0.0,0.9733726289123297,0.4488361687399447,1,1.0,0.0,0.0,0.9733726289123297,0.4488361687399447,1
2017-18,3,Sassuolo,0.5,0.0,1.5,0.6363253847230226,1.1154716685414314,2,0.5,0.0,1.5,0.6363253847230226,1.1154716685414314,2
2017-18,3,Verona,0.5,0.5,1.5,0.8111810467671603,1.7677239901386201,2,0.5,0.5,1.5,0.8111810467671603,1.7677239901386201,2
2017-18,3,Chievo,1.5,1.5,1.5,0.5974800973199308,1.046807590406388,2,1.5,1.5,1.5,0.5974800973199308,1.046807590406388,2
2017-18,3,Roma,1.5,1.0,1.5,0.8553904094733298,2.142096295952797,2,1.5,1.0,1.5,0.8553904094733298,2.142096295952797,2
2017-18,3,Bologna,2.0,1.0,0.5,1.182089704554528,0.5576315575744957,2,2.0,1.0,0.5,1.182089704554528,0.5576315575744957,2
2017-18,3,Sampdoria,3.0,2.0,1.0,2.574119847267866,1.4574873461388052,2,3.0,2.0,1.0,2.574119847267866,1.4574873461388052,2
2017-18,3,Juventus,3.0,3.5,1.0,1.7072928515262902,1.3221639655530453,2,3.0,3.5,1.0,1.7072928515262902,1.3221639655530453,2
2017-18,3,Cagliari,0.0,0.5,2.5,0.9952089725993574,1.3465744224376976,2,0.0,0.5,2.5,0.9952089725993574,1.3465744224376976,2
2017-18,3,Crotone,0.5,0.0,1.5,0.5255987499840558,1.1595877995714545,2,0.5,0.0,1.5,0.5255987499840558,1.1595877995714545,2
2017-18,3,Napoli,3.0,3.0,1.0,1.970358433201909,1.025397146353498,2,3.0,3.0,1.0,1.970358433201909,1.025397146353498,2
2017-18,3,Benevento,0.0,0.5,1.5,0.9274424568284303,2.3934401497244835,2,0.0,0.5,1.5,0.9274424568284303,2.3934401497244835,2
2017-18,3,Torino,2.0,2.0,0.5,0.7860212051309645,0.6961210495792329,2,2.0,2.0,0.5,0.7860212051309645,0.6961210495792329,2
